B.ja-jp content.tsv
Level	Esperanto	ja-jp	en-us	Grupo	Alternativoj	Pronoco
level	tio estas novaĵo por mi	それは私にとって新しいニュースですね	that's a news for me	grupo	alternativoj	prononco
level	ĉu vi aŭdis pri ~?	~について聞いたことがありますか？	did you hear about ~ ?	grupo	alternativoj	prononco
level	ĉu vi aŭdis pri Esperanto?	エスペラントについて聞いたことがありますか？	did you hear about Esperanto?	grupo	alternativoj	prononco
level	mi ne sciis, ke ~	私は～ということを知らなかった	I didn't know that ~	grupo	alternativoj	prononco
level	sed mi ne sciis ke mia nomo rilatas al ĝi	しかし、私の名前がそれに関係しているとは知りませんでした。	but I didn't know that my name is related to it	grupo	alternativoj	prononco
level	fakte	実際に	in fact	grupo	alternativoj	prononco
level	kia estas ~ ?	~がどうなのか？ (どんな状態なのか？)	how is ~ ?	grupo	alternativoj	prononco
level	kia estas la rilato?	その関係はどのようなものか？	how is the relation?	grupo	alternativoj	prononco
level	ho!	うーん！ほー	oh!	grupo	alternativoj	prononco
level	tio estas longa rakonto	それは長い話です	that's a long story	grupo	alternativoj	prononco
level	rakontos al vi	あなたに話してくれるだろう	will tell you	grupo	alternativoj	prononco
level	se vi volas	あなたが望むなら	if you want	grupo	alternativoj	prononco
level	mi rakontos al vi poste, se vi volas	あなたが望むなら、後でお話しします	I will tell you later, if you want	grupo	alternativoj	prononco
level	en ĉi tiu loko	ここで（ここでは）	in this place (in this location)	grupo	alternativoj	prononco
level	tro da bruo	あまりにも多くのノイズ	too much noise	grupo	alternativoj	prononco
level	en ĉi tiu loko estas tro da bruo	ここには騒音が多すぎます	in this place, there's too much noise	grupo	alternativoj	prononco
level	jes, vi pravas	はい、あなたは正しいです	yes, you're right	grupo	alternativoj	prononco
level	ĉu ni dancu?	私たちは踊りますか？	shall we dance?	grupo	alternativoj	prononco
level	bona ideo!	いい考えです	good idea!	grupo	alternativoj	prononco
level	dankon por agrabla vespero	楽しい夜をありがとうございました	thank you for a pleasant evening	grupo	alternativoj	prononco
level	dankon al vi	あなたに感謝します	thank you (to you)	grupo	alternativoj	prononco
level	estis vere bona	本当に良かったです	it was very good	grupo	alternativoj	prononco
level	muziko plaĉas al ~	音楽が～の好きだ	a music is pleasing to ~	grupo	alternativoj	prononco
level	la muziko ege plaĉis al mi	その音楽がとても私の好みでした	the music was very pleasing to me	grupo	alternativoj	prononco
level	ankaŭ al mi	また、私にも	also to me	grupo	alternativoj	prononco
level	danci estis tre amuze	踊るのはとても楽しかった	dancing is very funny	grupo	alternativoj	prononco
level	danci kun vi	あなたと一緒に踊ること	to dance with you	grupo	alternativoj	prononco
level	estis tre amuze danci kun vi	あなたと踊るのはとても楽しかった。	it was very funny to dance with you	grupo	alternativoj	prononco
level	jen mia nomkarto	ここに私の名刺があります	here's my name card	grupo	alternativoj	prononco
level	se vi volas ĝin	もしあなたがそれを望むなら	if you want it	grupo	alternativoj	prononco
level	jen mia karto, se vi volas	もしよろしければ、ここに私のカードがあります	here's my card, if you want	grupo	alternativoj	prononco
level	sur ĝi estas ankaŭ ~	その上に〜もあります	on it there's also ~	grupo	alternativoj	prononco
level	sur ĝi estas ankaŭ adreso	その上に住所もあります	on it there's also an address	grupo	alternativoj	prononco
level	estas ankaŭ adreso al paĝaro	サイトへのアドレスもあります	there's an address to a website	grupo	alternativoj	prononco
level	adreso al paĝaro kun Esperanto-kurso	エスペラント講座のあるページへのアドレスです。	an address to a site with Espernato course	grupo	alternativoj	prononco
level	dankon	ありがとうございます	thank you	grupo	alternativoj	prononco
level	mi retpoŝtos al vi	私があなたにメールを送ります	I'll send you an e-mail	grupo	alternativoj	prononco
level	bone!	わかりました	okay!	grupo	alternativoj	prononco
level	ĝis kaj bonan nokton!	さようなら、そしておやすみなさい	see you again, and good night!	grupo	alternativoj	prononco
level	ĝis la!	さようなら	see you!	grupo	alternativoj	prononco
level	aperas en ~	~に表示される	appears in ~	grupo	alternativoj	prononco
level	tujmesaĝilo	メッセンジャー	an instant messenger	grupo	alternativoj	prononco
level	~ aperas en la tujmesaĝilo	~がメッセンジャーに現れる	~ appears in the instant messanger	grupo	alternativoj	prononco
level	ĉu vi estas tiu?	あなたがあの人ですか？	are you that person?	grupo	alternativoj	prononco
level	tiu, kiu dancis kun mi	私と踊ったあの人	that person, who had danced with me	grupo	alternativoj	prononco
level	sabata nokto	土曜日の夜	Saturday night	grupo	alternativoj	prononco
level	ĉu vi estas tiu, kiu dancis kun mi sabatnokte?	あなたが土曜日の夜に私と踊ったあの人ですか？	are you that person, who danced with me Saturday night?	grupo	alternativoj	prononco
level	jes, estas mi	はい、私です	yes it is me	grupo	alternativoj	prononco
level	mi ĝojas, ke ~	私は〜してうれしいです	I'm pleased that ~	grupo	alternativoj	prononco
level	mi ĝojas, ke vi venis al la paĝaro	私はあなたがそのサイトに来てくれてうれしいです	I'm pleased that you came to the site	grupo	alternativoj	prononco
level	ĉu ĝi plaĉas al vi?	それはあなたが好きですか？	is it pleasing to you? (do you like it?)	grupo	alternativoj	prononco
level	jes ja	はい、はい	yes, yay	grupo	alternativoj	prononco
level	ĝi estas tre bela	それはとても美しいです	it is very beautiful	grupo	alternativoj	prononco
level	ŝajnas interesa	それは面白そうです	seems interesting	grupo	alternativoj	prononco
level	ĝi estas tre bela kaj ŝajnas interesa	それはとても美しく、面白いと思います	it's very beautiful and seems interesting	grupo	alternativoj	prononco
level	ankoraŭ ne ~	まだ～していない	not yet ~	grupo	alternativoj	prononco
level	ne estas tute preta	完全に準備ができていない状態である	is not completely ready	grupo	alternativoj	prononco
level	ĝi ankoraŭ ne estas tute preta	それはまだ完全に準備ができていない	it is not yet totally ready	grupo	alternativoj	prononco
level	sed baldaŭ estos	でもすぐにできるだろう	but soon it will be	grupo	alternativoj	prononco
level	mi komprenas	わかりました（わかりました）	I understand (I see)	grupo	alternativoj	prononco
level	sed jam estas multaj helpiloj	しかし、すでに多くの補助ツールがあります	but already there're many help tools	grupo	alternativoj	prononco
level	vortaro	辞書	a dictionary	grupo	alternativoj	prononco
level	superrigardo	概要、アウトライン	an overview	grupo	alternativoj	prononco
level	ekzerco	練習問題	an excecise	grupo	alternativoj	prononco
level	ekzemple vortaroj, superrigardo, tujmesaĝilo kaj ekzercoj	例えば、辞書、全文検索、メッセンジャー、そして練習問題など。	example words, overview, messanger and execerces	grupo	alternativoj	prononco
level	superrigardo de la gramatiko	文法についての概要	an overview of the grammar	grupo	alternativoj	prononco
level	tujmesaĝilo kaj diversaj ekzercoj	メッセンジャーと様々な練習問題	an instant messenger and various excercises	grupo	alternativoj	prononco
level	estas bona komenco	良いスタートだ	it is a good start	grupo	alternativoj	prononco
level	pardonon	ごめんなさい	pardon me I'm sorry	grupo	alternativoj	prononco
level	mi devas paroli kun ~	私は～と話さなければなりません	I must speak with ~	grupo	alternativoj	prononco
level	paroli kun alia persono	他の人と話す	to speak with another person	grupo	alternativoj	prononco
level	pardonon, mi devas paroli kun alia persono	ごめんなさい、他の人と話さなければなりません	I'm sorry, I should talk with other person	grupo	alternativoj	prononco
level	lingvohelpanto	言語の助けが必要です	a language helper	grupo	alternativoj	prononco
level	mi estas ŝia "lingvohelpanto"	私は彼女の言語の助けが必要です	I am her language helper	grupo	alternativoj	prononco
level	kaj nun ŝi volas paroli pri ~	そして今、彼女は～について話したいと思っている	and now she wants to talk about ~	grupo	alternativoj	prononco
level	paroli pri unu ekzerco	練習問題一つについて話す	to talk about an excercise	grupo	alternativoj	prononco
level	baldaŭ revenos	すぐに戻ってくる	soon will come back	grupo	alternativoj	prononco
level	mi baldaŭ revenos al vi	私はすぐにあなたに戻ってきます	I will come back to you soon	grupo	alternativoj	prononco
level	post kelkaj minutoj	数分後に	after several minutes	grupo	alternativoj	prononco
level	finparolis	話し終わった	finished talking	grupo	alternativoj	prononco
level	nun ni finparolis pri la ekzerco	今、私たちはその練習について話し終わった。	now we finished talking aout the excercise	grupo	alternativoj	prononco
level	dume	その間	in the mean time, for a while	grupo	alternativoj	prononco
level	mi legis pri Esperanto dume	その間、私はエスペラントについて読みました。	I read about Esperanto in the mean time	grupo	alternativoj	prononco
level	mi ne certas	私は確信が持てません	I'm not certain	grupo	alternativoj	prononco
level	scias sufiĉe pri ~	~について十分に知っている	knows enough about ~	grupo	alternativoj	prononco
level	mi ankoraŭ ne scias sufiĉe pri la lingvo	私はまだその言語について十分な知識がない	I don't know sufficiently about the language, yet	grupo	alternativoj	prononco
level	saĝa respondo	賢明な答え	a smart answer	grupo	alternativoj	prononco
level	mi rigardos en la paĝaro	そのウェブサイトをちょっと見てみます	I will look in the site	grupo	alternativoj	prononco
level	kaj provos iom lerni	そして少し勉強してみます。	and will try learn a little	grupo	alternativoj	prononco
level	ĉu vi volas esti mia "lingvohelpanto"?	私の言語アシスタントになってくれませんか？	do you want to be my language helper?	grupo	alternativoj	prononco
level	volonte!	喜んで	willingly!	grupo	alternativoj	prononco
level	nedankinde!	どういたしまして	you're welcome!	grupo	alternativoj	prononco
level	nedankinde, sed kisinde	どういたしまして！（感謝に値しないけど）キスする価値はありますよ。	not worth a thank, but worth a kiss	grupo	alternativoj	prononco
level	diras tion en Esperanto	それをエスペラントで言う	says that in Esperanto	grupo	alternativoj	prononco
level	kio? mi ne komprenas	何ですか？ わかりません	what? I don't understand	grupo	alternativoj	prononco
level	vi povas rigardi en la vortaro	辞書を見ることができます	you can look in a dictionary	grupo	alternativoj	prononco
level	bedaŭrinde	残念ながら	unfortunately	grupo	alternativoj	prononco
level	mi devas foriri de Interreto nun	私は今、インターネットを離れなければならない	I must go off from Internet now	grupo	alternativoj	prononco
level	mi revenos vespere	夕方にまた戻ってきます	I will come back in the evening	grupo	alternativoj	prononco
level	mi pensas, ke mi estos ĉe la paĝaro tiam	私はその時間にそのサイトにいると思います。	I think that I will be at the site by that time	grupo	alternativoj	prononco
level	perfekte!	完璧です	perfect!	grupo	alternativoj	prononco
level	do, ĝis tiam!	それでは、それまで	well, see you then!	grupo	alternativoj	prononco
level	ĝis poste!	じゃあ、またね	see you later!	grupo	alternativoj	prononco
level	vespere, ankaŭ ĉe la tujmesaĝilo	夕方、メッセンジャーでも	in the evening, also at the instant messenger	grupo	alternativoj	prononco
level	resaluton!	またね！ (re-)	hello again! (re-)	grupo	alternativoj	prononco
level	saluton denove!	さようならまた	hello again!	grupo	alternativoj	prononco
level	mi rigardis preskaŭ ĉiujn paĝojn de la paĝaro	私はこのサイトのほぼ全てのページを見終わった	I looked almost all pages from the site	grupo	alternativoj	prononco
level	bonege!	とてもいいです	quite good! awesome!	grupo	alternativoj	prononco
level	mi havas kelkajn demandojn	いくつかの質問があります	I have several questions	grupo	alternativoj	prononco
level	ĉu vi havas tempon?	お時間はありますか？	Do you have time?	grupo	alternativoj	prononco
level	jes, mi havas liberan vesperon	はい、夕方に時間があります	yes, I am free in the evening	grupo	alternativoj	prononco
level	do, skribu viajn demandojn	さあ、あなたの質問を書いてください	so, write your questions	grupo	alternativoj	prononco
level	mi provos respondi	私がお答えします。	I will try to answer	grupo	alternativoj	prononco
level	mi legis ke Esperanto havas kulturon	エスペラントには文化があると読みました。	I read that Esperanto has a culture	grupo	alternativoj	prononco
level	tamen mi ne komprenas ~	しかし、私は〜を理解できません	however I don't understand ~	grupo	alternativoj	prononco
level	kie mi povas trovi tiun kulturon	どこでそのような文化を見つけられるか	where I can find such a culture	grupo	alternativoj	prononco
level	vi trovos ĝin ĉie, kie estas ~	あなたは～があるところならどこでもそれを見つけるでしょう。	you'll find everwhere, where ~ is	grupo	alternativoj	prononco
level	ĉie, kie estas homoj, kiuj parolas Esperanton	エスペラントを話す人がいるところならどこでも。	any place where are people who speak Esperanto	grupo	alternativoj	prononco
level	sed neniu popolo uzas Esperanton	しかし、どの民族もエスペラントを使わない。	but no people use Esperanto	grupo	alternativoj	prononco
level	prave!	そうです	right!	grupo	alternativoj	prononco
level	sed homoj, kiuj parolas Esperanton	しかし、エスペラントを話す人たちは	but people who speak Esperanto	grupo	alternativoj	prononco
level	ofte vojaĝas kaj renkontas aliajn Esperantistojn	よく旅行し、他のエスペラント人と出会う。	often travel and meet other Esperantists	grupo	alternativoj	prononco
level	dum tiuj renkontoj	そのような出会いの中で（出会いながら）	during those meetings	grupo	alternativoj	prononco
level	ili uzas la lingvon en plej diversaj situacioj	彼らはその言語を最も多様な場面で使う。	they use the language in most various situations	grupo	alternativoj	prononco
level	do, tie vi trovos ~	だから、そこで～を発見する(見る)ことができるでしょう。	so there you will find ~	grupo	alternativoj	prononco
level	vi trovos la kulturon	(その)文化を発見する(見る)ことができるだろう。	you'll find the culture	grupo	alternativoj	prononco
level	trovos la kulturon de Esperanto	エスペラントの文化を発見する（見ることができる）だろう。	will find the culture of Esperanto	grupo	alternativoj	prononco
level	bone, ĉu ekzistas muziko?	オーケー音楽は存在しますか？	okay, does music exist?	grupo	alternativoj	prononco
level	muziko, literaturo, teatraĵo	音楽、文学、演劇	music, literature, theater	grupo	alternativoj	prononco
level	k.t.p.	などなど	etc	grupo	alternativoj	prononco
level	same kiel ~	~と同じように	same as ~	grupo	alternativoj	prononco
level	same kiel estas por aliaj lingvoj	他の言語にあるのと同じように	same as there are for other languages	grupo	alternativoj	prononco
level	la kvanto ne estas same granda	量は同じように大きくはない	the quantity is not so big	grupo	alternativoj	prononco
level	same granda kiel en naciaj lingvoj	国の言語たちほど大きい	as big as in national languages	grupo	alternativoj	prononco
level	sed tio ne gravas	しかしそれは重要ではない。	but that's not important	grupo	alternativoj	prononco
level	almenaŭ ne por mi	少なくとも私にとってはそうだ	at least not for me	grupo	alternativoj	prononco
level	se vi volas aŭskulti ~	あなたが～を聞きたいなら	if you want to listen ~	grupo	alternativoj	prononco
level	aŭskulti kanton en Esperanto	エスペラント語の歌を聴く	to listen to a song in Esperanto	grupo	alternativoj	prononco
level	jen la kanto, "Liza pentras bildojn"	ここに歌があります "リザは絵を描きます"	here's the song, "Lisa paints pictures"	grupo	alternativoj	prononco
level	aŭskultas la kanton	(その）歌を聴く	listens to the song	grupo	alternativoj	prononco
level	ne malbone	悪くないね	not bad	grupo	alternativoj	prononco
level	kaj vi trovos multajn librojn en Esperanto	そして、あなたは多くのエスペラントの本を見つけるでしょう。	and you will find many books in Esperanto	grupo	alternativoj	prononco
level	rigardas la librojn	本を見る	looks the books	grupo	alternativoj	prononco
level	sufiĉe multaj	十分に多くの	enough many	grupo	alternativoj	prononco
level	ĉu vi legas multe en Esperanto?	あなたはエスペラントでたくさん読みますか？	do you read much in Esperanto?	grupo	alternativoj	prononco
level	jes, de tempo al tempo	はい、時々	yes, sometimes (from time to time)	grupo	alternativoj	prononco
level	se vi iam lernos la lingvon	あなたがいつかその言語を学ぶなら	if you ever learn the language	grupo	alternativoj	prononco
level	mi rekomendos al vi kelkajn bonajn librojn	あなたにいくつかの良い本を紹介します。	I will recommend you some good books	grupo	alternativoj	prononco
level	temas pri ~	~についてです。	is about ~ 	grupo	alternativoj	prononco
level	mia alia demando temas pri mia nomo	私の他の質問は私の名前についてです	my other question is about my name	grupo	alternativoj	prononco
level	vi diris antaŭe ke ~	あなたは前に～と言ったことがあります	you said earlier that ~	grupo	alternativoj	prononco
level	havas rilaton al ~	~と関係している	has a relation to ~	grupo	alternativoj	prononco
level	diris ke ĝi havas rilaton al Esperanto	それがエスペラントと関係があると言った	said that it has a relation to Esperanto	grupo	alternativoj	prononco
level	ha, jes, pri tio	は、はい、それについて	oh, yes, about that	grupo	alternativoj	prononco
level	viro kun la nomo ~	~という名前の男	a man with the name ~	grupo	alternativoj	prononco
level	iam vivis viro kun la nomo ~	(昔)いつか～という名前の男が住んでいました。	once lived a man with the name ~	grupo	alternativoj	prononco
level	li estis tre aktiva en la Esperanto-movado	彼はエスペラント運動にとても積極的でした。	he was very active in the Esperanto movement	grupo	alternativoj	prononco
level	kiam ĝi estis tute nova	それが全く新しいものだったとき	when it was completely new	grupo	alternativoj	prononco
level	tradukis la libron al ~	(彼は)本を～に翻訳した	translated the book to ~	grupo	alternativoj	prononco
level	kaj tradukis multajn librojn al Esperanto	そして多くの本をエスペラントに翻訳しました。	and translated many books to Esperanto	grupo	alternativoj	prononco
level	kaj tio faris lin fama?	それで彼が有名になったのですか？	and that made him famous?	grupo	alternativoj	prononco
level	unu el la plej gravaj por Esperanto tiam	当時、エスペラントで重要な人の一人。	one of the most important for Esperanto at that time	grupo	alternativoj	prononco
level	kaj li multe influis la stilon de la lingvo	そして彼は言語のスタイルに多くの影響を与えた。	and he had a lot of influence on the language style	grupo	alternativoj	prononco
level	ne, certe li estis grava kaj influis multe	いいえ、彼は確かに重要で、多くの影響を与えました。	no, certainly he was important and had influence	grupo	alternativoj	prononco
level	tamen, li subite forlasis la movadon	でも、彼は突然運動を離れてしまいました	however, he suddenly abandoned the movement	grupo	alternativoj	prononco
level	mi imagas ke ~	私は〜と想像する	I imagine that ~	grupo	alternativoj	prononco
level	mi imagas ke estis granda ŝoko por multaj	多くの人にとって大きなショックだっただろうと想像する。	I imagine that it was a big shock to many	grupo	alternativoj	prononco
level	kial li forlasis Esperanton?	なぜ彼がエスペラントをやめたのか？	why did he leave Esperanto?	grupo	alternativoj	prononco
level	mi kredas ke ~	私は～だと思う	I believe that ~	grupo	alternativoj	prononco
level	li estis malkontenta pri la Esperantistoj	彼はエスペラント人に失望していた。	he was dissatisfied with the Esperantists	grupo	alternativoj	prononco
level	li diris ion similan al ~	彼は～のようなことを言った	he said something similar to ~	grupo	alternativoj	prononco
level	Esperanton devas lerni la Esperantistoj mem!	エスペラントはエスペラント人自身から学ぶべきである。	Esperanto must be learned by Esperantists themselves!	grupo	alternativoj	prononco
level	kion li volis diri per ~ ?	彼は～で何を話そうとしていたのか？ (どういう意味だったのか？)	what did he mean to say by ~?	grupo	alternativoj	prononco
level	kion li volis diri per tio?	彼はそれで何を話そうとしていたのか？ (どういう意味だったのか？)	what did he mean to say by that?	grupo	alternativoj	prononco
level	verŝajne ke ~	~だろう、～のようだ、～のように見える。	it is likely that ~	grupo	alternativoj	prononco
level	homoj malbone parolis Esperanton	人々がエスペラントを不器用に話していた。	people spoke Esperanto badly 	grupo	alternativoj	prononco
level	verŝajne ke homoj tiam malbone parolis	間違いなく、当時は人々が不器用に話していた。	it is likely that people spoke badly	grupo	alternativoj	prononco
level	en la jaro 1911, li forlasis Esperanton	1911年に彼はエスペラントを去った。	in the year 1911, he left Esperanto	grupo	alternativoj	prononco
level	sed mi pensas ke ~	しかし、私は～だと思う	but I think that ~	grupo	alternativoj	prononco
level	estas pli alta	もっと高い	is higher	grupo	alternativoj	prononco
level	hodiaŭ la lingvonivelo estas pli alta	今日の言語レベルはもっと高い	today the language level is higher	grupo	alternativoj	prononco
level	la lingvonivelo de la Esperantistoj	エスペラント人の言語レベル	the language level of the Esperantists	grupo	alternativoj	prononco
level	sed mi pensas ke hodiaŭ la nivelo estas pli alta	しかし、私の考えでは、今日、そのレベルはより高い。	but I think that today the level is higher	grupo	alternativoj	prononco
level	do, mi devas bone lerni la lingvon	だから私はその言語をよく学ばなければならない	so I have to learn the language well	grupo	alternativoj	prononco
level	por esti bona homo	良い人になるために	for being a good person	grupo	alternativoj	prononco
level	kaj vi devas uzi simplan stilon	そして、あなたはシンプルなスタイルを使わなければなりません	and you should use simple style	grupo	alternativoj	prononco
level	ĉar tio estis tre grava por li	なぜなら、それは彼にとって非常に重要だったからです	because that was very important for him	grupo	alternativoj	prononco
level	tio plaĉas al mi	それが私の好みです	that pleases me (I like that)	grupo	alternativoj	prononco
level	en Esperanto eĉ ekzistas vorto ~	エスペラントには〜という言葉さえ存在する。	in Esperanto, there is even a word ~	grupo	alternativoj	prononco
level	eĉ ekzistas vorto "kabei"	kabeiという言葉さえ存在する	there is even a word "kabei"	grupo	alternativoj	prononco
level	forlasi la movadon	活動を離れる（辞める）	to abandon the movement	grupo	alternativoj	prononco
level	vorto "kabei", kiu signifas forlasi la movadon	kabeiという言葉は、活動を離れることを意味する。	a word "kabei", which means abandoning the movement	grupo	alternativoj	prononco
level	interese!	面白いですねー！	that's interesting!	grupo	alternativoj	prononco
level	mi nun scias unu vorton en Esperanto	これで私はエスペラントの単語を一つ知りました。	now I know one word in Esperanto	grupo	alternativoj	prononco
level	neniam forgesos	永遠に忘れることはない	will never forget	grupo	alternativoj	prononco
level	kaj verŝajne mi neniam forgesos ĝin	そして明らかに私はそれを永遠に忘れることはないでしょう	and I will probably never forget it	grupo	alternativoj	prononco
level	en kafejo, post pluraj semajnoj	カフェで、数週間後	in a cafe' after several weeks	grupo	alternativoj	prononco
level	li sukcesis lerni Esperanton	彼はエスペラントを学ぶことに成功しました	he managed to learn Esperanto	grupo	alternativoj	prononco
level	kaj ili nun uzas la lingvon	そして彼らは今、その言語を使います	and they are using the language	grupo	alternativoj	prononco
level	inviti, invitilo	招待する、招待状	to invite, an invitation	grupo	alternativoj	prononco
level	jen, rigardu, invitilo por IJK!	ほらほら、見てください、世界青年大会（IJK）の招待状です	here, look, an invitation for IJK!	grupo	alternativoj	prononco
level	kio? I-J-kio?	なんだ、なんだと？	what? Ee-yo-what?	grupo	alternativoj	prononco
level	junulo, junularo	若者、青年の集まり	a young person, a group of young people	grupo	alternativoj	prononco
level	I-J-K estas "Internacia Junulara Kongreso"	IJKは国体青年大会の略です。	IJK is an International Youth Congress	grupo	alternativoj	prononco
level	mi planas iri al ĝi	私はそこに行こうと計画している	I am planning to go for it	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas iri?	あなたも行きたいですか？	do you want to go too?	grupo	alternativoj	prononco
level	nu, "kongreso" ne sonas tre interese	えー、「大会」ってあまり面白く聞こえませんね。	well, "congress" doesn't sound very interesting	grupo	alternativoj	prononco
level	sed estas (interese)!	でも、そうなんです（興味深いですよ）	but it is (interesting)	grupo	alternativoj	prononco
level	ne pensu pri iu teda malvigla kongreso	どんな退屈で活気のない大会を想像しないでください	do not think of something boring sluggish congress	grupo	alternativoj	prononco
level	simple temas pri ~	~のためのものでしかない	it's just about ~ 	grupo	alternativoj	prononco
level	simple temas pri renkonto kun junuloj	若者と出会うことなのだ	it's just about meeting young people	grupo	alternativoj	prononco
level	renkonto kun junuloj de multaj landoj	いろんな国から来た若者との出会い	a meeting with young people from many countries	grupo	alternativoj	prononco
level	300 ĝis 400 homoj estos tie	300 から 400 人の人々がそこにいるだろう	300 to 400 people will be there	grupo	alternativoj	prononco
level	verŝajne estos 300 ĝis 400 homoj tie	間違いなくそこには300～400人の人が来るだろう。	there will probably be 300 to 400 people there	grupo	alternativoj	prononco
level	preskaŭ ĉiuj	ほぼ全員が	almost everybody	grupo	alternativoj	prononco
level	kaj preskaŭ ĉiuj parolos Esperanton	そしてほぼ全員がエスペラントを話すだろう。	and almost everybody will speak Esperanto	grupo	alternativoj	prononco
level	ne bone parolas	うまく話せない	does not speak well	grupo	alternativoj	prononco
level	bone, sed mi ne bone parolas Esperanton	わかりました、でも私はエスペラントがうまく話せません。	ok, but I don't speak Esperanto well	grupo	alternativoj	prononco
level	ne gravas	重要ではありません	it doesn't matter	grupo	alternativoj	prononco
level	eblas partopreni en ~	~に参加することは可能です	it is possible to take part in ~	grupo	alternativoj	prononco
level	partopreni en Esperanto-kursoj tie	そこでエスペラント教室に参加する。	to take part in Esperanto courses there	grupo	alternativoj	prononco
level	kutime	普通は	usually	grupo	alternativoj	prononco
level	kutime estas du niveloj	通常は2つのレベルがある	usually there are two levels	grupo	alternativoj	prononco
level	homoj, kiuj jam eklernis la lingvon	人、その言語をすでに学んでいる人たち	people who had already learned the language	grupo	alternativoj	prononco
level	unu por komencantoj	一つは、初心者のためのもの（初心者のための一つ）	one for beginners	grupo	alternativoj	prononco
level	kaj alia por homoj kiuj jam eklernis la lingvon	そしてもう一つは、すでに言語を学んだ人のためのもの。	and the other for those who already learned the language	grupo	alternativoj	prononco
level	jes, kio?	はい、何ですか？	jes, what?	grupo	alternativoj	prononco
level	vi diris, "kutime"	あなたが、「普通は」って言ったじゃないですか。	you said, "usually"	grupo	alternativoj	prononco
level	ha, IJK okazas ĉiu-jare	はい、青年大会（IJK）は毎年開催されます。	oh, IJK happens every year	grupo	alternativoj	prononco
level	ĉiu-foje en alia lando	毎回違う国で	every time in other country	grupo	alternativoj	prononco
level	pro tio, ĉiu IJK estas alispeca	だから、それぞれの青年大会は性格が違う	for this reason, every IJK is different	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj	でも、プログラムもある	but there are also programs	grupo	alternativoj	prononco
level	programeroj, kiuj ofte revenas	プログラム、よく戻ってくるもの	programs that returns often	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj, kiuj ofte revenas	しかし、よく戻ってくるプログラムもある	but there're also programs that returns often	grupo	alternativoj	prononco
level	ekzemple	例えば	for example	grupo	alternativoj	prononco
level	ekzemple, preskaŭ ĉiam eblas sportumi, kart-ludi	例えば、ほとんどの場合、スポーツやトランプができる。	for example, it is almost always possible to play sports and cards	grupo	alternativoj	prononco
level	babili kun amikoj dum la tuta nokto	夜通し友達と会話をする	to talk with friends all night	grupo	alternativoj	prononco
level	kanti ĉirkaŭ fajro kaj danci	焚き火のそばで歌ったり、踊ったりする。	to sing around fire and to dance	grupo	alternativoj	prononco
level	partopreni koncertojn, ktp	コンサートに参加する、等々	to take part in concerts, and so forth	grupo	alternativoj	prononco
level	nu, tion mi povas fari ankaŭ hejme	ねえ、それは家でもできますよ	well, I can do that at home too	grupo	alternativoj	prononco
level	prave, sed	そうですね、でも	right, but	grupo	alternativoj	prononco
