B.sw content.tsv
Level	Esperanto	sw	en-us	Grupo	Alternativoj	Pronoco
level	danci kun vi	kucheza na wewe	to dance with you	grupo	alternativoj	prononco
level	estis tre amuze danci kun vi	ilichekesha sana kucheza na wewe	it was very funny to dance with you	grupo	alternativoj	prononco
level	jen mia nomkarto	hii hapa kadi ya jina langu	here's my name card	grupo	alternativoj	prononco
level	se vi volas ĝin	ukiitaka	if you want it	grupo	alternativoj	prononco
level	jen mia karto, se vi volas	hii hapa kadi yangu, kama unataka	here's my card, if you want	grupo	alternativoj	prononco
level	sur ĝi estas ankaŭ ~	juu yake there's also ~	on it there's also ~	grupo	alternativoj	prononco
level	sur ĝi estas ankaŭ adreso	juu yake pia kuna anwani	on it there's also an address	grupo	alternativoj	prononco
level	estas ankaŭ adreso al paĝaro	kuna anwani ya tovuti	there's an address to a website	grupo	alternativoj	prononco
level	adreso al paĝaro kun Esperanto-kurso	anwani ya tovuti iliyo na kozi ya Espernato	an address to a site with Espernato course	grupo	alternativoj	prononco
level	dankon	Asante	thank you	grupo	alternativoj	prononco
level	mi retpoŝtos al vi	Nitakutumia barua pepe	I'll send you an e-mail	grupo	alternativoj	prononco
level	bone!	sawa!	okay!	grupo	alternativoj	prononco
level	ĝis kaj bonan nokton!	tuonane tena, na usiku mwema!	see you again, and good night!	grupo	alternativoj	prononco
level	ĝis la!	baadaye!	see you!	grupo	alternativoj	prononco
level	aperas en ~	inaonekana katika ~	appears in ~	grupo	alternativoj	prononco
level	tujmesaĝilo	mjumbe wa papo hapo	an instant messenger	grupo	alternativoj	prononco
level	~ aperas en la tujmesaĝilo	~ inaonekana kwa jumbe papo hapo	~ appears in the instant messanger	grupo	alternativoj	prononco
level	ĉu vi estas tiu?	wewe ni mtu huyo?	are you that person?	grupo	alternativoj	prononco
level	tiu, kiu dancis kun mi	mtu huyo, ambaye alikuwa amecheza nami	that person, who had danced with me	grupo	alternativoj	prononco
level	sabata nokto	Jumamosi usiku	Saturday night	grupo	alternativoj	prononco
level	ĉu vi estas tiu, kiu dancis kun mi sabatnokte?	wewe ni mtu huyo, ambaye alicheza nami Jumamosi usiku?	are you that person, who danced with me Saturday night?	grupo	alternativoj	prononco
level	jes, estas mi	ndio ni mimi	yes it is me	grupo	alternativoj	prononco
level	mi ĝojas, ke ~	Nimefurahiya kuwa ~	I'm pleased that ~	grupo	alternativoj	prononco
level	mi ĝojas, ke vi venis al la paĝaro	Nimefurahiya kwamba ulikuja kwenye tovuti	I'm pleased that you came to the site	grupo	alternativoj	prononco
level	ĉu ĝi plaĉas al vi?	inakupendeza? (unaipenda?)	is it pleasing to you? (do you like it?)	grupo	alternativoj	prononco
level	jes ja	ndio, ndio	yes, yay	grupo	alternativoj	prononco
level	ĝi estas tre bela	nikizuri sana	it is very beautiful	grupo	alternativoj	prononco
level	ŝajnas interesa	inaonekana kuvutia	seems interesting	grupo	alternativoj	prononco
level	ĝi estas tre bela kaj ŝajnas interesa	ni nzuri sana na inaonekana kuvutia	it's very beautiful and seems interesting	grupo	alternativoj	prononco
level	ankoraŭ ne ~	bado ~	not yet ~	grupo	alternativoj	prononco
level	ne estas tute preta	haiko tayari kabisa	is not completely ready	grupo	alternativoj	prononco
level	ĝi ankoraŭ ne estas tute preta	bado haijawa tayari kabisa	it is not yet totally ready	grupo	alternativoj	prononco
level	sed baldaŭ estos	lakini hivi karibuni itakuwa	but soon it will be	grupo	alternativoj	prononco
level	mi komprenas	Ninaelewa (naona)	I understand (I see)	grupo	alternativoj	prononco
level	sed jam estas multaj helpiloj	lakini tayari kuna zana nyingi za usaidizi	but already there're many help tools	grupo	alternativoj	prononco
level	vortaro	kamusi	a dictionary	grupo	alternativoj	prononco
level	superrigardo	muhtasari	an overview	grupo	alternativoj	prononco
level	ekzerco	ushuru	an excecise	grupo	alternativoj	prononco
level	ekzemple vortaroj, superrigardo, tujmesaĝilo kaj ekzercoj	mfano maneno, muhtasari, mjumbe na execers	example words, overview, messanger and execerces	grupo	alternativoj	prononco
level	superrigardo de la gramatiko	muhtasari wa sarufi	an overview of the grammar	grupo	alternativoj	prononco
level	tujmesaĝilo kaj diversaj ekzercoj	mjumbe wa papo hapo na mazoezi mbalimbali	an instant messenger and various excercises	grupo	alternativoj	prononco
level	estas bona komenco	ni mwanzo mzuri	it is a good start	grupo	alternativoj	prononco
level	pardonon	samahani samahani	pardon me I'm sorry	grupo	alternativoj	prononco
level	mi devas paroli kun ~	I must speak with ~	I must speak with ~	grupo	alternativoj	prononco
level	paroli kun alia persono	kuzungumza na mtu mwingine	to speak with another person	grupo	alternativoj	prononco
level	pardonon, mi devas paroli kun alia persono	Samahani, ninapaswa kuzungumza na mtu mwingine	I'm sorry, I should talk with other person	grupo	alternativoj	prononco
level	lingvohelpanto	msaidizi wa lugha	a language helper	grupo	alternativoj	prononco
level	mi estas ŝia "lingvohelpanto"	Mimi ni msaidizi wake wa lugha	I am her language helper	grupo	alternativoj	prononco
level	kaj nun ŝi volas paroli pri ~	na sasa anataka kuongea ~	and now she wants to talk about ~	grupo	alternativoj	prononco
level	paroli pri unu ekzerco	kuzungumza juu ya mazoezi	to talk about an excercise	grupo	alternativoj	prononco
level	baldaŭ revenos	hivi karibuni itarudi	soon will come back	grupo	alternativoj	prononco
level	mi baldaŭ revenos al vi	Nitarudi kwako hivi karibuni	I will come back to you soon	grupo	alternativoj	prononco
level	post kelkaj minutoj	baada ya dakika kadhaa	after several minutes	grupo	alternativoj	prononco
level	finparolis	kumaliza kuzungumza	finished talking	grupo	alternativoj	prononco
level	nun ni finparolis pri la ekzerco	sasa tulimaliza kuzungumza juu ya zoezi hilo	now we finished talking aout the excercise	grupo	alternativoj	prononco
level	dume	kwa wakati huo, kwa muda	in the mean time, for a while	grupo	alternativoj	prononco
level	mi legis pri Esperanto dume	Nilisoma kuhusu Kiesperanto wakati huo huo	I read about Esperanto in the mean time	grupo	alternativoj	prononco
level	mi ne certas	Sina hakika	I'm not certain	grupo	alternativoj	prononco
level	scias sufiĉe pri ~	anajua vya kutosha kuhusu ~	knows enough about ~	grupo	alternativoj	prononco
level	mi ankoraŭ ne scias sufiĉe pri la lingvo	Sijui vya kutosha kuhusu lugha, bado	I don't know sufficiently about the language, yet	grupo	alternativoj	prononco
level	saĝa respondo	jibu la busara	a smart answer	grupo	alternativoj	prononco
level	mi rigardos en la paĝaro	Nitaangalia kwenye tovuti	I will look in the site	grupo	alternativoj	prononco
level	kaj provos iom lerni	na nitajaribu kujifunza kidogo	and will try learn a little	grupo	alternativoj	prononco
level	ĉu vi volas esti mia "lingvohelpanto"?	unataka kuwa msaidizi wangu wa lugha?	do you want to be my language helper?	grupo	alternativoj	prononco
level	volonte!	kwa hiari!	willingly!	grupo	alternativoj	prononco
level	nedankinde!	karibu!	you're welcome!	grupo	alternativoj	prononco
level	nedankinde, sed kisinde	sio thamani ya shukrani, lakini inafaa busu	not worth a thank, but worth a kiss	grupo	alternativoj	prononco
level	diras tion en Esperanto	anasema hivyo kwa Kiesperanto	says that in Esperanto	grupo	alternativoj	prononco
level	kio? mi ne komprenas	nini? sielewi	what? I don't understand	grupo	alternativoj	prononco
level	vi povas rigardi en la vortaro	unaweza kuangalia katika kamusi	you can look in a dictionary	grupo	alternativoj	prononco
level	bedaŭrinde	kwa bahati mbaya	unfortunately	grupo	alternativoj	prononco
level	mi devas foriri de Interreto nun	Lazima niondoke kwenye Mtandao sasa	I must go off from Internet now	grupo	alternativoj	prononco
level	mi revenos vespere	Nitarudi jioni	I will come back in the evening	grupo	alternativoj	prononco
level	mi pensas, ke mi estos ĉe la paĝaro tiam	Nadhani nitakuwa kwenye tovuti wakati huo	I think that I will be at the site by that time	grupo	alternativoj	prononco
level	perfekte!	kamili!	perfect!	grupo	alternativoj	prononco
level	do, ĝis tiam!	basi, tuonane!	well, see you then!	grupo	alternativoj	prononco
level	ĝis poste!	tutaonana baadaye!	see you later!	grupo	alternativoj	prononco
level	vespere, ankaŭ ĉe la tujmesaĝilo	jioni, pia kwa mjumbe wa papo hapo	in the evening, also at the instant messenger	grupo	alternativoj	prononco
level	resaluton!	habari tena! (tena-)	hello again! (re-)	grupo	alternativoj	prononco
level	saluton denove!	habari tena!	hello again!	grupo	alternativoj	prononco
level	mi rigardis preskaŭ ĉiujn paĝojn de la paĝaro	Niliangalia karibu kurasa zote kutoka kwa wavuti	I looked almost all pages from the site	grupo	alternativoj	prononco
level	bonege!	nzuri kabisa! kushangaza!	quite good! awesome!	grupo	alternativoj	prononco
level	mi havas kelkajn demandojn	Nina maswali kadhaa	I have several questions	grupo	alternativoj	prononco
level	ĉu vi havas tempon?	Je! una wakati?	Do you have time?	grupo	alternativoj	prononco
level	jes, mi havas liberan vesperon	ndio, niko huru jioni	yes, I am free in the evening	grupo	alternativoj	prononco
level	do, skribu viajn demandojn	kwa hivyo, andika maswali yako	so, write your questions	grupo	alternativoj	prononco
level	mi provos respondi	Nitajaribu kujibu	I will try to answer	grupo	alternativoj	prononco
level	mi legis ke Esperanto havas kulturon	Nilisoma kwamba Kiesperanto kina utamaduni	I read that Esperanto has a culture	grupo	alternativoj	prononco
level	tamen mi ne komprenas ~	hata hivyo sielewi ~	however I don't understand ~	grupo	alternativoj	prononco
level	kie mi povas trovi tiun kulturon	ambapo naweza kupata utamaduni kama huo	where I can find such a culture	grupo	alternativoj	prononco
level	vi trovos ĝin ĉie, kie estas ~	utapata popote, where ~ is	you'll find everwhere, where ~ is	grupo	alternativoj	prononco
level	ĉie, kie estas homoj, kiuj parolas Esperanton	mahali popote ambapo kuna watu wanaozungumza Kiesperanto	any place where are people who speak Esperanto	grupo	alternativoj	prononco
level	sed neniu popolo uzas Esperanton	lakini hakuna watu wanaotumia Kiesperanto	but no people use Esperanto	grupo	alternativoj	prononco
level	prave!	haki!	right!	grupo	alternativoj	prononco
level	sed homoj, kiuj parolas Esperanton	lakini watu wanaozungumza Kiesperanto	but people who speak Esperanto	grupo	alternativoj	prononco
level	ofte vojaĝas kaj renkontas aliajn Esperantistojn	mara nyingi husafiri na kukutana na Waesperanti wengine	often travel and meet other Esperantists	grupo	alternativoj	prononco
level	dum tiuj renkontoj	wakati wa mikutano hiyo	during those meetings	grupo	alternativoj	prononco
level	ili uzas la lingvon en plej diversaj situacioj	wanatumia lugha katika hali mbalimbali	they use the language in most various situations	grupo	alternativoj	prononco
level	do, tie vi trovos ~	hivyo hapo utapata ~	so there you will find ~	grupo	alternativoj	prononco
level	vi trovos la kulturon	utapata utamaduni	you'll find the culture	grupo	alternativoj	prononco
level	trovos la kulturon de Esperanto	utapata utamaduni wa Kiesperanto	will find the culture of Esperanto	grupo	alternativoj	prononco
level	bone, ĉu ekzistas muziko?	sawa, kuna muziki?	okay, does music exist?	grupo	alternativoj	prononco
level	muziko, literaturo, teatraĵo	muziki, fasihi, ukumbi wa michezo	music, literature, theater	grupo	alternativoj	prononco
level	k.t.p.	na kadhalika	etc	grupo	alternativoj	prononco
level	same kiel ~	sawa na ~	same as ~	grupo	alternativoj	prononco
level	same kiel estas por aliaj lingvoj	kama zilivyo kwa lugha zingine	same as there are for other languages	grupo	alternativoj	prononco
level	la kvanto ne estas same granda	wingi sio mkubwa sana	the quantity is not so big	grupo	alternativoj	prononco
level	same granda kiel en naciaj lingvoj	kubwa kama katika lugha za kitaifa	as big as in national languages	grupo	alternativoj	prononco
level	sed tio ne gravas	lakini hiyo sio muhimu	but that's not important	grupo	alternativoj	prononco
level	almenaŭ ne por mi	angalau si kwa ajili yangu	at least not for me	grupo	alternativoj	prononco
level	se vi volas aŭskulti ~	ukitaka kusikiliza ~	if you want to listen ~	grupo	alternativoj	prononco
level	aŭskulti kanton en Esperanto	kusikiliza wimbo katika Kiesperanto	to listen to a song in Esperanto	grupo	alternativoj	prononco
level	jen la kanto, "Liza pentras bildojn"	huu hapa wimbo, &quot;Lisa anachora picha&quot;	here's the song, "Lisa paints pictures"	grupo	alternativoj	prononco
level	aŭskultas la kanton	anasikiliza wimbo	listens to the song	grupo	alternativoj	prononco
level	ne malbone	Sio mbaya	not bad	grupo	alternativoj	prononco
level	kaj vi trovos multajn librojn en Esperanto	na utapata vitabu vingi katika Kiesperanto	and you will find many books in Esperanto	grupo	alternativoj	prononco
level	rigardas la librojn	inaonekana vitabu	looks the books	grupo	alternativoj	prononco
level	sufiĉe multaj	nyingi za kutosha	enough many	grupo	alternativoj	prononco
level	ĉu vi legas multe en Esperanto?	unasoma sana Kiesperanto?	do you read much in Esperanto?	grupo	alternativoj	prononco
level	jes, de tempo al tempo	ndio, wakati mwingine (mara kwa mara)	yes, sometimes (from time to time)	grupo	alternativoj	prononco
level	se vi iam lernos la lingvon	kama utawahi kujifunza lugha	if you ever learn the language	grupo	alternativoj	prononco
level	mi rekomendos al vi kelkajn bonajn librojn	Nitakupendekezea vitabu vyema	I will recommend you some good books	grupo	alternativoj	prononco
level	temas pri ~	is about ~	is about ~ 	grupo	alternativoj	prononco
level	mia alia demando temas pri mia nomo	swali langu lingine ni kuhusu jina langu	my other question is about my name	grupo	alternativoj	prononco
level	vi diris antaŭe ke ~	umesema hapo awali that ~	you said earlier that ~	grupo	alternativoj	prononco
level	havas rilaton al ~	ina uhusiano na ~	has a relation to ~	grupo	alternativoj	prononco
level	diris ke ĝi havas rilaton al Esperanto	alisema kuwa ina uhusiano na Kiesperanto	said that it has a relation to Esperanto	grupo	alternativoj	prononco
level	ha, jes, pri tio	oh, ndio, kuhusu hilo	oh, yes, about that	grupo	alternativoj	prononco
level	viro kun la nomo ~	mwanaume mwenye jina ~	a man with the name ~	grupo	alternativoj	prononco
level	iam vivis viro kun la nomo ~	aliwahi kuishi mtu mwenye jina ~	once lived a man with the name ~	grupo	alternativoj	prononco
level	li estis tre aktiva en la Esperanto-movado	alikuwa na bidii sana katika harakati za Kiesperanto	he was very active in the Esperanto movement	grupo	alternativoj	prononco
level	kiam ĝi estis tute nova	wakati ilikuwa mpya kabisa	when it was completely new	grupo	alternativoj	prononco
level	tradukis la libron al ~	kimetafsiri kitabu kwa ~	translated the book to ~	grupo	alternativoj	prononco
level	kaj tradukis multajn librojn al Esperanto	na kutafsiri vitabu vingi kwa Kiesperanto	and translated many books to Esperanto	grupo	alternativoj	prononco
level	kaj tio faris lin fama?	na hilo lilimfanya kuwa maarufu?	and that made him famous?	grupo	alternativoj	prononco
level	unu el la plej gravaj por Esperanto tiam	moja ya muhimu zaidi kwa Kiesperanto wakati huo	one of the most important for Esperanto at that time	grupo	alternativoj	prononco
level	kaj li multe influis la stilon de la lingvo	na alikuwa na ushawishi mkubwa juu ya mtindo wa lugha	and he had a lot of influence on the language style	grupo	alternativoj	prononco
level	ne, certe li estis grava kaj influis multe	hapana, hakika alikuwa muhimu na alikuwa na ushawishi	no, certainly he was important and had influence	grupo	alternativoj	prononco
level	tamen, li subite forlasis la movadon	hata hivyo, ghafla aliacha harakati	however, he suddenly abandoned the movement	grupo	alternativoj	prononco
level	mi imagas ke ~	Nadhani kwamba ~	I imagine that ~	grupo	alternativoj	prononco
level	mi imagas ke estis granda ŝoko por multaj	Nadhani ilikuwa mshtuko mkubwa kwa wengi	I imagine that it was a big shock to many	grupo	alternativoj	prononco
level	kial li forlasis Esperanton?	kwa nini aliacha Kiesperanto?	why did he leave Esperanto?	grupo	alternativoj	prononco
level	mi kredas ke ~	Ninaamini kwamba ~	I believe that ~	grupo	alternativoj	prononco
level	li estis malkontenta pri la Esperantistoj	hakuridhika na Waesperanti	he was dissatisfied with the Esperantists	grupo	alternativoj	prononco
level	li diris ion similan al ~	alisema kitu sawa na ~	he said something similar to ~	grupo	alternativoj	prononco
level	Esperanton devas lerni la Esperantistoj mem!	Kiesperanto lazima kijifunze na Waesperanti wenyewe!	Esperanto must be learned by Esperantists themselves!	grupo	alternativoj	prononco
level	kion li volis diri per ~ ?	what did he mean to say by ~?	what did he mean to say by ~?	grupo	alternativoj	prononco
level	kion li volis diri per tio?	alimaanisha nini kusema hivyo?	what did he mean to say by that?	grupo	alternativoj	prononco
level	verŝajne ke ~	kuna uwezekano kwamba ~	it is likely that ~	grupo	alternativoj	prononco
level	homoj malbone parolis Esperanton	watu walizungumza Kiesperanto vibaya	people spoke Esperanto badly 	grupo	alternativoj	prononco
level	verŝajne ke homoj tiam malbone parolis	kuna uwezekano kwamba watu walizungumza vibaya	it is likely that people spoke badly	grupo	alternativoj	prononco
level	en la jaro 1911, li forlasis Esperanton	katika mwaka wa 1911, aliondoka Kiesperanto	in the year 1911, he left Esperanto	grupo	alternativoj	prononco
level	sed mi pensas ke ~	lakini nadhani ~	but I think that ~	grupo	alternativoj	prononco
level	estas pli alta	iko juu zaidi	is higher	grupo	alternativoj	prononco
level	hodiaŭ la lingvonivelo estas pli alta	leo kiwango cha lugha kiko juu zaidi	today the language level is higher	grupo	alternativoj	prononco
level	la lingvonivelo de la Esperantistoj	kiwango cha lugha cha Waesperanti	the language level of the Esperantists	grupo	alternativoj	prononco
level	sed mi pensas ke hodiaŭ la nivelo estas pli alta	lakini nadhani leo kiwango kiko juu zaidi	but I think that today the level is higher	grupo	alternativoj	prononco
level	do, mi devas bone lerni la lingvon	kwa hivyo sina budi kujifunza lugha vizuri	so I have to learn the language well	grupo	alternativoj	prononco
level	por esti bona homo	kwa kuwa mtu mzuri	for being a good person	grupo	alternativoj	prononco
level	kaj vi devas uzi simplan stilon	na unapaswa kutumia mtindo rahisi	and you should use simple style	grupo	alternativoj	prononco
level	ĉar tio estis tre grava por li	kwa sababu hilo lilikuwa muhimu sana kwake	because that was very important for him	grupo	alternativoj	prononco
level	tio plaĉas al mi	hiyo inanifurahisha (napenda hiyo)	that pleases me (I like that)	grupo	alternativoj	prononco
level	en Esperanto eĉ ekzistas vorto ~	kwa Kiesperanto, kuna hata neno ~	in Esperanto, there is even a word ~	grupo	alternativoj	prononco
level	eĉ ekzistas vorto "kabei"	kuna neno &quot;kabei&quot;	there is even a word "kabei"	grupo	alternativoj	prononco
level	forlasi la movadon	kuachana na harakati	to abandon the movement	grupo	alternativoj	prononco
level	vorto "kabei", kiu signifas forlasi la movadon	neno &quot;kabei&quot;, ambalo linamaanisha kuacha harakati	a word "kabei", which means abandoning the movement	grupo	alternativoj	prononco
level	interese!	hiyo inavutia!	that's interesting!	grupo	alternativoj	prononco
level	mi nun scias unu vorton en Esperanto	sasa najua neno moja katika Kiesperanto	now I know one word in Esperanto	grupo	alternativoj	prononco
level	neniam forgesos	kamwe kusahau	will never forget	grupo	alternativoj	prononco
level	kaj verŝajne mi neniam forgesos ĝin	na pengine sitaisahau kamwe	and I will probably never forget it	grupo	alternativoj	prononco
level	en kafejo, post pluraj semajnoj	katika cafe' baada ya wiki kadhaa	in a cafe' after several weeks	grupo	alternativoj	prononco
level	li sukcesis lerni Esperanton	alifanikiwa kujifunza Kiesperanto	he managed to learn Esperanto	grupo	alternativoj	prononco
level	kaj ili nun uzas la lingvon	na wanatumia lugha	and they are using the language	grupo	alternativoj	prononco
level	inviti, invitilo	kualika, mwaliko	to invite, an invitation	grupo	alternativoj	prononco
level	jen, rigardu, invitilo por IJK!	hapa, tazama, mwaliko wa IJK!	here, look, an invitation for IJK!	grupo	alternativoj	prononco
level	kio? I-J-kio?	nini? Ee-yo-nini?	what? Ee-yo-what?	grupo	alternativoj	prononco
level	junulo, junularo	kijana, kundi la vijana	a young person, a group of young people	grupo	alternativoj	prononco
level	I-J-K estas "Internacia Junulara Kongreso"	IJK ni Kongamano la Kimataifa la Vijana	IJK is an International Youth Congress	grupo	alternativoj	prononco
level	mi planas iri al ĝi	Ninapanga kuifuata	I am planning to go for it	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas iri?	unataka kwenda pia?	do you want to go too?	grupo	alternativoj	prononco
level	nu, "kongreso" ne sonas tre interese	vizuri, &quot;congress&quot; haisikiki kuvutia sana	well, "congress" doesn't sound very interesting	grupo	alternativoj	prononco
level	sed estas (interese)!	lakini ni (ya kuvutia)	but it is (interesting)	grupo	alternativoj	prononco
level	ne pensu pri iu teda malvigla kongreso	usifikirie kitu kinachochosha kongamano la uvivu	do not think of something boring sluggish congress	grupo	alternativoj	prononco
level	simple temas pri ~	it's just about ~	it's just about ~ 	grupo	alternativoj	prononco
level	simple temas pri renkonto kun junuloj	ni kukutana na vijana tu	it's just about meeting young people	grupo	alternativoj	prononco
level	renkonto kun junuloj de multaj landoj	mkutano na vijana kutoka nchi nyingi	a meeting with young people from many countries	grupo	alternativoj	prononco
level	300 ĝis 400 homoj estos tie	Watu 300 hadi 400 watakuwepo	300 to 400 people will be there	grupo	alternativoj	prononco
level	verŝajne estos 300 ĝis 400 homoj tie	pengine kutakuwa na watu 300 hadi 400 huko	there will probably be 300 to 400 people there	grupo	alternativoj	prononco
level	preskaŭ ĉiuj	karibu kila mtu	almost everybody	grupo	alternativoj	prononco
level	kaj preskaŭ ĉiuj parolos Esperanton	na karibu kila mtu atazungumza Kiesperanto	and almost everybody will speak Esperanto	grupo	alternativoj	prononco
level	ne bone parolas	haongei vizuri	does not speak well	grupo	alternativoj	prononco
level	bone, sed mi ne bone parolas Esperanton	sawa, lakini sizungumzi Kiesperanto vizuri	ok, but I don't speak Esperanto well	grupo	alternativoj	prononco
level	ne gravas	haijalishi	it doesn't matter	grupo	alternativoj	prononco
level	eblas partopreni en ~	inawezekana kushiriki katika ~	it is possible to take part in ~	grupo	alternativoj	prononco
level	partopreni en Esperanto-kursoj tie	kushiriki katika kozi za Kiesperanto huko	to take part in Esperanto courses there	grupo	alternativoj	prononco
level	kutime	kawaida	usually	grupo	alternativoj	prononco
level	kutime estas du niveloj	kawaida kuna ngazi mbili	usually there are two levels	grupo	alternativoj	prononco
level	homoj, kiuj jam eklernis la lingvon	watu ambao tayari walikuwa wamejifunza lugha	people who had already learned the language	grupo	alternativoj	prononco
level	unu por komencantoj	moja kwa wanaoanza	one for beginners	grupo	alternativoj	prononco
level	kaj alia por homoj kiuj jam eklernis la lingvon	na nyingine kwa wale ambao tayari wamejifunza lugha	and the other for those who already learned the language	grupo	alternativoj	prononco
level	jes, kio?	je, nini?	jes, what?	grupo	alternativoj	prononco
level	vi diris, "kutime"	ulisema, &quot;kawaida&quot;	you said, "usually"	grupo	alternativoj	prononco
level	ha, IJK okazas ĉiu-jare	Lo, IJK hutokea kila mwaka	oh, IJK happens every year	grupo	alternativoj	prononco
level	ĉiu-foje en alia lando	kila wakati katika nchi nyingine	every time in other country	grupo	alternativoj	prononco
level	pro tio, ĉiu IJK estas alispeca	kwa sababu hii, kila IJK ni tofauti	for this reason, every IJK is different	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj	lakini pia kuna programu	but there are also programs	grupo	alternativoj	prononco
level	programeroj, kiuj ofte revenas	programu ambazo hurudi mara nyingi	programs that returns often	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj, kiuj ofte revenas	lakini pia kuna programu ambazo hurudi mara nyingi	but there're also programs that returns often	grupo	alternativoj	prononco
level	ekzemple	kwa mfano	for example	grupo	alternativoj	prononco
