B.en-us content.tsv
Level	Esperanto	en-us	fr	Grupo	Alternativoj	Pronoco
level	pardonon, mi devas paroli kun alia persono	I'm sorry, I should talk with other person	pardon, je dois parler avec une autre personne	grupo	alternativoj	prononco
level	lingvohelpanto	a language helper	un assistant linguistique	grupo	alternativoj	prononco
level	mi estas ŝia "lingvohelpanto"	I am her language helper	Je suis son aide linguistique	grupo	alternativoj	prononco
level	kaj nun ŝi volas paroli pri ~	and now she wants to talk about ~	et maintenant elle veut parler de ~	grupo	alternativoj	prononco
level	paroli pri unu ekzerco	to talk about an excercise	parler d'un exercice	grupo	alternativoj	prononco
level	baldaŭ revenos	soon will come back	reviendra bientôt	grupo	alternativoj	prononco
level	mi baldaŭ revenos al vi	I will come back to you soon	je reviendrai vers toi bientôt	grupo	alternativoj	prononco
level	post kelkaj minutoj	after several minutes	après quelques minutes	grupo	alternativoj	prononco
level	finparolis	finished talking	fini de parler	grupo	alternativoj	prononco
level	nun ni finparolis pri la ekzerco	now we finished talking aout the excercise	maintenant nous avons fini de parler de l'exercice	grupo	alternativoj	prononco
level	dume	in the mean time, for a while	en attendant, pendant un moment	grupo	alternativoj	prononco
level	mi legis pri Esperanto dume	I read about Esperanto in the mean time	Entre-temps, j'ai lu des articles sur l'espéranto	grupo	alternativoj	prononco
level	mi ne certas	I'm not certain	je ne suis pas sûr	grupo	alternativoj	prononco
level	scias sufiĉe pri ~	knows enough about ~	en sait assez sur ~	grupo	alternativoj	prononco
level	mi ankoraŭ ne scias sufiĉe pri la lingvo	I don't know sufficiently about the language, yet	Je ne connais pas encore suffisamment la langue	grupo	alternativoj	prononco
level	saĝa respondo	a smart answer	une réponse sage	grupo	alternativoj	prononco
level	mi rigardos en la paĝaro	I will look in the site	je vais regarder sur le site	grupo	alternativoj	prononco
level	kaj provos iom lerni	and will try learn a little	et je vais essayer d'apprendre un peu	grupo	alternativoj	prononco
level	ĉu vi volas esti mia "lingvohelpanto"?	do you want to be my language helper?	veux-tu être mon assistant linguistique ?	grupo	alternativoj	prononco
level	volonte!	willingly!	volontiers!	grupo	alternativoj	prononco
level	nedankinde!	you're welcome!	de rien (je vous en prie)	grupo	alternativoj	prononco
level	nedankinde, sed kisinde	not worth a thank, but worth a kiss	ça ne vaut pas un merci, mais ça vaut un baiser	grupo	alternativoj	prononco
level	diras tion en Esperanto	says that in Esperanto	dit ça en espéranto	grupo	alternativoj	prononco
level	kio? mi ne komprenas	what? I don't understand	quoi ? Je ne comprends pas	grupo	alternativoj	prononco
level	vi povas rigardi en la vortaro	you can look in a dictionary	tu peux chercher dans un dictionnaire	grupo	alternativoj	prononco
level	bedaŭrinde	unfortunately	malheureusement	grupo	alternativoj	prononco
level	mi devas foriri de Interreto nun	I must go off from Internet now	Je dois quitter Internet maintenant	grupo	alternativoj	prononco
level	mi revenos vespere	I will come back in the evening	je reviendrai le soir	grupo	alternativoj	prononco
level	mi pensas, ke mi estos ĉe la paĝaro tiam	I think that I will be at the site by that time	Je pense que je serai sur le site à ce moment-là	grupo	alternativoj	prononco
level	perfekte!	perfect!	parfait!	grupo	alternativoj	prononco
level	do, ĝis tiam!	well, see you then!	eh bien, à bientôt alors !	grupo	alternativoj	prononco
level	ĝis poste!	see you later!	à plus tard!	grupo	alternativoj	prononco
level	vespere, ankaŭ ĉe la tujmesaĝilo	in the evening, also at the instant messenger	le soir, également sur la messagerie instantanée	grupo	alternativoj	prononco
level	resaluton!	hello again! (re-)	bonjour à nouveau! (concernant-)	grupo	alternativoj	prononco
level	saluton denove!	hello again!	bonjour à nouveau!	grupo	alternativoj	prononco
level	mi rigardis preskaŭ ĉiujn paĝojn de la paĝaro	I looked almost all pages from the site	J'ai regardé presque toutes les pages du site	grupo	alternativoj	prononco
level	bonege!	quite good! awesome!	Excellent ! (Super !)	grupo	alternativoj	prononco
level	mi havas kelkajn demandojn	I have several questions	j'ai quelques questions	grupo	alternativoj	prononco
level	ĉu vi havas tempon?	Do you have time?	As-tu du temps?	grupo	alternativoj	prononco
level	jes, mi havas liberan vesperon	yes, I am free in the evening	oui, j'ai une soirée libre	grupo	alternativoj	prononco
level	do, skribu viajn demandojn	so, write your questions	alors, écris tes questions	grupo	alternativoj	prononco
level	mi provos respondi	I will try to answer	je vais essayer de répondre	grupo	alternativoj	prononco
level	mi legis ke Esperanto havas kulturon	I read that Esperanto has a culture	J'ai lu que l'espéranto a une culture	grupo	alternativoj	prononco
level	tamen mi ne komprenas ~	however I don't understand ~	mais je ne comprends pas ~	grupo	alternativoj	prononco
level	kie mi povas trovi tiun kulturon	where I can find such a culture	où puis-je trouver cette culture ?	grupo	alternativoj	prononco
level	vi trovos ĝin ĉie, kie estas ~	you'll find everwhere, where ~ is	tu trouveras partout, où que se trouve ~	grupo	alternativoj	prononco
level	ĉie, kie estas homoj, kiuj parolas Esperanton	any place where are people who speak Esperanto	n'importe quel endroit où se trouvent des gens qui parlent espéranto	grupo	alternativoj	prononco
level	sed neniu popolo uzas Esperanton	but no people use Esperanto	mais aucun peuple n'utilise l'Espéranto	grupo	alternativoj	prononco
level	prave!	right!	Exactement ! (Tout à fait !)	grupo	alternativoj	prononco
level	sed homoj, kiuj parolas Esperanton	but people who speak Esperanto	mais les gens qui parlent espéranto	grupo	alternativoj	prononco
level	ofte vojaĝas kaj renkontas aliajn Esperantistojn	often travel and meet other Esperantists	voyagent souvent et je rencontre d'autres espérantistes	grupo	alternativoj	prononco
level	dum tiuj renkontoj	during those meetings	lors de ces réunions	grupo	alternativoj	prononco
level	ili uzas la lingvon en plej diversaj situacioj	they use the language in most various situations	ils utilisent la langue dans des situations très diverses	grupo	alternativoj	prononco
level	do, tie vi trovos ~	so there you will find ~	donc là vous trouverez ~	grupo	alternativoj	prononco
level	vi trovos la kulturon	you'll find the culture	tu trouveras la culture	grupo	alternativoj	prononco
level	trovos la kulturon de Esperanto	will find the culture of Esperanto	trouvera la culture de l'espéranto	grupo	alternativoj	prononco
level	bone, ĉu ekzistas muziko?	okay, does music exist?	ok, est-ce que la musique existe ?	grupo	alternativoj	prononco
level	muziko, literaturo, teatraĵo	music, literature, theater	musique, littérature, théâtre	grupo	alternativoj	prononco
level	k.t.p.	etc	etc.	grupo	alternativoj	prononco
level	same kiel ~	same as ~	pareil que ~	grupo	alternativoj	prononco
level	same kiel estas por aliaj lingvoj	same as there are for other languages	comme pour les autres langues	grupo	alternativoj	prononco
level	la kvanto ne estas same granda	the quantity is not so big	la quantité n'est pas si grande	grupo	alternativoj	prononco
level	same granda kiel en naciaj lingvoj	as big as in national languages	aussi gros que dans les langues nationales	grupo	alternativoj	prononco
level	sed tio ne gravas	but that's not important	mais ce n'est pas important	grupo	alternativoj	prononco
level	almenaŭ ne por mi	at least not for me	Au moins pas pour moi	grupo	alternativoj	prononco
level	se vi volas aŭskulti ~	if you want to listen ~	si tu veux écouter ~	grupo	alternativoj	prononco
level	aŭskulti kanton en Esperanto	to listen to a song in Esperanto	écouter une chanson en espéranto	grupo	alternativoj	prononco
level	jen la kanto, "Liza pentras bildojn"	here's the song, "Lisa paints pictures"	voici la chanson; Lisa peint des images;	grupo	alternativoj	prononco
level	aŭskultas la kanton	listens to the song	écoute la chanson	grupo	alternativoj	prononco
level	ne malbone	not bad	pas mal	grupo	alternativoj	prononco
level	kaj vi trovos multajn librojn en Esperanto	and you will find many books in Esperanto	et vous trouverez de nombreux livres en espéranto	grupo	alternativoj	prononco
level	rigardas la librojn	looks the books	regarde les livres	grupo	alternativoj	prononco
level	sufiĉe multaj	enough many	assez nombreux	grupo	alternativoj	prononco
level	ĉu vi legas multe en Esperanto?	do you read much in Esperanto?	lisez-vous beaucoup en espéranto ?	grupo	alternativoj	prononco
level	jes, de tempo al tempo	yes, sometimes (from time to time)	oui, parfois (de temps en temps)	grupo	alternativoj	prononco
level	se vi iam lernos la lingvon	if you ever learn the language	si jamais tu apprends la langue	grupo	alternativoj	prononco
level	mi rekomendos al vi kelkajn bonajn librojn	I will recommend you some good books	Je vous recommanderai quelques bons livres	grupo	alternativoj	prononco
level	temas pri ~	is about ~ 	il s'agit de ~	grupo	alternativoj	prononco
level	mia alia demando temas pri mia nomo	my other question is about my name	mon autre question concerne mon nom	grupo	alternativoj	prononco
level	vi diris antaŭe ke ~	you said earlier that ~	tu as dit plus tôt que ~	grupo	alternativoj	prononco
level	havas rilaton al ~	has a relation to ~	a un rapport avec ~	grupo	alternativoj	prononco
level	diris ke ĝi havas rilaton al Esperanto	said that it has a relation to Esperanto	a dit qu'il avait un rapport avec l'espéranto	grupo	alternativoj	prononco
level	ha, jes, pri tio	oh, yes, about that	oh, oui, à propos de ça	grupo	alternativoj	prononco
level	viro kun la nomo ~	a man with the name ~	un homme avec le nom ~	grupo	alternativoj	prononco
level	iam vivis viro kun la nomo ~	once lived a man with the name ~	vivait autrefois un homme portant le nom ~	grupo	alternativoj	prononco
level	li estis tre aktiva en la Esperanto-movado	he was very active in the Esperanto movement	il était très actif dans le mouvement espérantiste	grupo	alternativoj	prononco
level	kiam ĝi estis tute nova	when it was completely new	quand c'était complètement nouveau	grupo	alternativoj	prononco
level	tradukis la libron al ~	translated the book to ~	traduit le livre en ~	grupo	alternativoj	prononco
level	kaj tradukis multajn librojn al Esperanto	and translated many books to Esperanto	et traduit de nombreux livres en espéranto	grupo	alternativoj	prononco
level	kaj tio faris lin fama?	and that made him famous?	et ça l'a rendu célèbre ?	grupo	alternativoj	prononco
level	unu el la plej gravaj por Esperanto tiam	one of the most important for Esperanto at that time	l'un des plus importants pour l'espéranto à cette époque	grupo	alternativoj	prononco
level	kaj li multe influis la stilon de la lingvo	and he had a lot of influence on the language style	et il a eu beaucoup d'influence sur le style de langage	grupo	alternativoj	prononco
level	ne, certe li estis grava kaj influis multe	no, certainly he was important and had influence	Non, il était certainement important et a beaucoup influencé	grupo	alternativoj	prononco
level	tamen, li subite forlasis la movadon	however, he suddenly abandoned the movement	cependant, il abandonna brusquement le mouvement	grupo	alternativoj	prononco
level	mi imagas ke ~	I imagine that ~	J'imagine que ~	grupo	alternativoj	prononco
level	mi imagas ke estis granda ŝoko por multaj	I imagine that it was a big shock to many	J'imagine que ça a été un grand choc pour beaucoup	grupo	alternativoj	prononco
level	kial li forlasis Esperanton?	why did he leave Esperanto?	pourquoi a-t-il quitté l'espéranto ?	grupo	alternativoj	prononco
level	mi kredas ke ~	I believe that ~	Je crois que ~	grupo	alternativoj	prononco
level	li estis malkontenta pri la Esperantistoj	he was dissatisfied with the Esperantists	il n'était pas satisfait des espérantistes	grupo	alternativoj	prononco
level	li diris ion similan al ~	he said something similar to ~	il a dit quelque chose de similaire à ~	grupo	alternativoj	prononco
level	Esperanton devas lerni la Esperantistoj mem!	Esperanto must be learned by Esperantists themselves!	L’espéranto doit être appris par les espérantistes eux-mêmes !	grupo	alternativoj	prononco
level	kion li volis diri per ~ ?	what did he mean to say by ~?	que voulait-il dire par ~ ?	grupo	alternativoj	prononco
level	kion li volis diri per tio?	what did he mean to say by that?	que voulait-il dire par là ?	grupo	alternativoj	prononco
level	verŝajne ke ~	it is likely that ~	il est probable que ~	grupo	alternativoj	prononco
level	homoj malbone parolis Esperanton	people spoke Esperanto badly 	les gens parlaient mal l'espéranto	grupo	alternativoj	prononco
level	verŝajne ke homoj tiam malbone parolis	it is likely that people spoke badly	Il est probable que les gens parlaient mal à cette époque	grupo	alternativoj	prononco
level	en la jaro 1911, li forlasis Esperanton	in the year 1911, he left Esperanto	en 1911, il quitta l'espéranto	grupo	alternativoj	prononco
level	sed mi pensas ke ~	but I think that ~	mais je pense que ~	grupo	alternativoj	prononco
level	estas pli alta	is higher	est plus élevé	grupo	alternativoj	prononco
level	hodiaŭ la lingvonivelo estas pli alta	today the language level is higher	aujourd'hui le niveau de langue est plus élevé	grupo	alternativoj	prononco
level	la lingvonivelo de la Esperantistoj	the language level of the Esperantists	le niveau de langue des espérantistes	grupo	alternativoj	prononco
level	sed mi pensas ke hodiaŭ la nivelo estas pli alta	but I think that today the level is higher	mais je pense qu'aujourd'hui le niveau est plus élevé	grupo	alternativoj	prononco
level	do, mi devas bone lerni la lingvon	so I have to learn the language well	donc je dois bien apprendre la langue	grupo	alternativoj	prononco
level	por esti bona homo	for being a good person	pour être une bonne personne	grupo	alternativoj	prononco
level	kaj vi devas uzi simplan stilon	and you should use simple style	et vous devriez utiliser un style simple	grupo	alternativoj	prononco
level	ĉar tio estis tre grava por li	because that was very important for him	parce que c'était très important pour lui	grupo	alternativoj	prononco
level	tio plaĉas al mi	that pleases me (I like that)	ça me plaît (j'aime ça)	grupo	alternativoj	prononco
level	en Esperanto eĉ ekzistas vorto ~	in Esperanto, there is even a word ~	en espéranto, il y a même un mot ~	grupo	alternativoj	prononco
level	eĉ ekzistas vorto "kabei"	there is even a word "kabei"	Il existe même le mot ''kabei''	grupo	alternativoj	prononco
level	forlasi la movadon	to abandon the movement	abandonner le mouvement	grupo	alternativoj	prononco
level	vorto "kabei", kiu signifas forlasi la movadon	a word "kabei", which means abandoning the movement	un mot « kabei », qui signifie abandonner le mouvement	grupo	alternativoj	prononco
level	interese!	that's interesting!	C'est intéressant!	grupo	alternativoj	prononco
level	mi nun scias unu vorton en Esperanto	now I know one word in Esperanto	maintenant je connais un mot en espéranto	grupo	alternativoj	prononco
level	neniam forgesos	will never forget	je n'oublierai jamais	grupo	alternativoj	prononco
level	kaj verŝajne mi neniam forgesos ĝin	and I will probably never forget it	et je ne l'oublierai probablement jamais	grupo	alternativoj	prononco
level	en kafejo, post pluraj semajnoj	in a cafe' after several weeks	dans un café après plusieurs semaines	grupo	alternativoj	prononco
level	li sukcesis lerni Esperanton	he managed to learn Esperanto	il a réussi à apprendre l'espéranto	grupo	alternativoj	prononco
level	kaj ili nun uzas la lingvon	and they are using the language	Et ils utilisent maintenant la langue	grupo	alternativoj	prononco
level	inviti, invitilo	to invite, an invitation	inviter, une invitation	grupo	alternativoj	prononco
level	jen, rigardu, invitilo por IJK!	here, look, an invitation for IJK!	Tiens, regarde, une invitation pour IJK !	grupo	alternativoj	prononco
level	kio? I-J-kio?	what? Ee-yo-what?	quoi ? I-J-quoi ?	grupo	alternativoj	prononco
level	junulo, junularo	a young person, a group of young people	un jeune, un groupe de jeunes	grupo	alternativoj	prononco
level	I-J-K estas "Internacia Junulara Kongreso"	IJK is an International Youth Congress	IJK est un congrès international de la jeunesse	grupo	alternativoj	prononco
level	mi planas iri al ĝi	I am planning to go for it	je compte y aller	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas iri?	do you want to go too?	Est-ce que toi aussi tu veux aller	grupo	alternativoj	prononco
level	nu, "kongreso" ne sonas tre interese	well, "congress" doesn't sound very interesting	eh bien, "congrès" n'a pas l'air très intéressant	grupo	alternativoj	prononco
level	sed estas (interese)!	but it is (interesting)	mais c'est (intéressant)	grupo	alternativoj	prononco
level	ne pensu pri iu teda malvigla kongreso	do not think of something boring sluggish congress	Ne pense pas à un congrès ennuyeux et fastidieux	grupo	alternativoj	prononco
level	simple temas pri ~	it's just about ~ 	Il s'agit simplement de ~	grupo	alternativoj	prononco
level	simple temas pri renkonto kun junuloj	it's just about meeting young people	Il s'agit simplement d'une rencontre avec des jeunes.	grupo	alternativoj	prononco
level	renkonto kun junuloj de multaj landoj	a meeting with young people from many countries	une rencontre avec des jeunes de nombreux pays	grupo	alternativoj	prononco
level	300 ĝis 400 homoj estos tie	300 to 400 people will be there	300 à 400 personnes seront là	grupo	alternativoj	prononco
level	verŝajne estos 300 ĝis 400 homoj tie	there will probably be 300 to 400 people there	il y aura probablement 300 à 400 personnes	grupo	alternativoj	prononco
level	preskaŭ ĉiuj	almost everybody	presque tout le monde	grupo	alternativoj	prononco
level	kaj preskaŭ ĉiuj parolos Esperanton	and almost everybody will speak Esperanto	et presque tout le monde parlera l'espéranto	grupo	alternativoj	prononco
level	ne bone parolas	does not speak well	ne parle pas bien	grupo	alternativoj	prononco
level	bone, sed mi ne bone parolas Esperanton	ok, but I don't speak Esperanto well	ok, mais je ne parle pas bien l'espéranto	grupo	alternativoj	prononco
level	ne gravas	it doesn't matter	cela n'a pas d'importance	grupo	alternativoj	prononco
level	eblas partopreni en ~	it is possible to take part in ~	il est possible de participer à ~	grupo	alternativoj	prononco
level	partopreni en Esperanto-kursoj tie	to take part in Esperanto courses there	participer à des cours d'espéranto là-bas	grupo	alternativoj	prononco
level	kutime	usually	généralement	grupo	alternativoj	prononco
level	kutime estas du niveloj	usually there are two levels	il y a généralement deux niveaux	grupo	alternativoj	prononco
level	homoj, kiuj jam eklernis la lingvon	people who had already learned the language	des personnes qui ont déjà commencé à apprendre la langue	grupo	alternativoj	prononco
level	unu por komencantoj	one for beginners	un pour les débutants	grupo	alternativoj	prononco
level	kaj alia por homoj kiuj jam eklernis la lingvon	and the other for those who already learned the language	et l'autre pour des personnes qui ont déjà commencé à apprendre la langue	grupo	alternativoj	prononco
level	jes, kio?	jes, what?	oui, quoi ?	grupo	alternativoj	prononco
level	vi diris, "kutime"	you said, "usually"	tu as dit "habituellement"	grupo	alternativoj	prononco
level	ha, IJK okazas ĉiu-jare	oh, IJK happens every year	oh, IJK a lieu chaque année	grupo	alternativoj	prononco
level	ĉiu-foje en alia lando	every time in other country	à chaque fois dans un autre pays	grupo	alternativoj	prononco
level	pro tio, ĉiu IJK estas alispeca	for this reason, every IJK is different	pour cette raison, chaque IJK est différent	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj	but there are also programs	mais il y a aussi des programmes	grupo	alternativoj	prononco
level	programeroj, kiuj ofte revenas	programs that returns often	des programmes qui reviennent souvent	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj, kiuj ofte revenas	but there're also programs that returns often	mais il y a aussi des programmes qui reviennent souvent	grupo	alternativoj	prononco
level	ekzemple	for example	Par exemple	grupo	alternativoj	prononco
level	ekzemple, preskaŭ ĉiam eblas sportumi, kart-ludi	for example, it is almost always possible to play sports and cards	par exemple, il est presque toujours possible de faire du sport, de jouer aux cartes	grupo	alternativoj	prononco
level	babili kun amikoj dum la tuta nokto	to talk with friends all night	parler avec des amis toute la nuit	grupo	alternativoj	prononco
level	kanti ĉirkaŭ fajro kaj danci	to sing around fire and to dance	chanter autour du feu et danser	grupo	alternativoj	prononco
level	partopreni koncertojn, ktp	to take part in concerts, and so forth	participer à des concerts, etc.	grupo	alternativoj	prononco
level	nu, tion mi povas fari ankaŭ hejme	well, I can do that at home too	eh bien, ça, je peux le faire aussi à la maison	grupo	alternativoj	prononco
level	prave, sed	right, but	c'est vrai, mais	grupo	alternativoj	prononco
level	sed la grava afero dum IJK estas ~	but the important thing during IJK is ~	mais la chose importante pendant IJK est ~	grupo	alternativoj	prononco
