C.lt content.tsv
Level	Esperanto	lt	en-us	Grupo	Alternativoj	Pronoco
level	tro	per daug, per daug	too, excessively, too much	grupo	alternativoj	prononco
level	tamen	vis dėlto, bet vis dėlto	however, nonetheless, but, nevertheless	grupo	alternativoj	prononco
level	ho!	Oi! Sveiki!	Oh! Ho!	grupo	alternativoj	prononco
level	ke ~	kad ~	that ~	grupo	alternativoj	prononco
level	ĉar ~	nes ~	because ~	grupo	alternativoj	prononco
level	ĉu	ar ~	whether ~	grupo	alternativoj	prononco
level	-ej-	(priesaga) vieta	(suffix)  place	grupo	alternativoj	prononco
level	-ec-	(priesaga) abstraktus kokybės pavadinimas	(suffix)  abstract name of quality	grupo	alternativoj	prononco
level	ambaŭ ~	abu ~	both ~	grupo	alternativoj	prononco
level	tuj	iš karto, iš karto, iš karto	immediately, instantly, right away	grupo	alternativoj	prononco
level	kvazaŭ ~	tarsi ~	as if ~	grupo	alternativoj	prononco
level	kiam	kada	when	grupo	alternativoj	prononco
level	silenti	tylėti, tylėti	to be silent, to be quiet	grupo	alternativoj	prononco
level	neniam	niekada, jokiu metu, niekada	never, at no time, not ever	grupo	alternativoj	prononco
level	tial	todėl taip	therefore, so	grupo	alternativoj	prononco
level	kial	kodėl, už ką	why, what for	grupo	alternativoj	prononco
level	kvankam	nors ~, nors, nors	although ~, while, though	grupo	alternativoj	prononco
level	ĉe ~	(prielinksnis) ties ~	(preposition)  at ~	grupo	alternativoj	prononco
level	pli	daugiau	more	grupo	alternativoj	prononco
level	plej	dauguma	most	grupo	alternativoj	prononco
level	diri	pasakyti, pasakyti	to say, to tell	grupo	alternativoj	prononco
level	ol ~	nei ~	than ~	grupo	alternativoj	prononco
level	paroli	kalbėti, kalbėti	to speak, to talk	grupo	alternativoj	prononco
level	kia	kokios, kokios	what kind of, what sort of	grupo	alternativoj	prononco
level	tia	toks, toks, toks	such, that kind of, such a	grupo	alternativoj	prononco
level	apenaŭ	vos, sunkiai, vos	barely, hardly, scarecely	grupo	alternativoj	prononco
level	sendi	išsiūsti	to send	grupo	alternativoj	prononco
level	ĵus	ką tik (prieš akimirką), tik dabar	just (a moment ago), just now	grupo	alternativoj	prononco
level	-u	(priesaga) imperatyvas	(suffix)  imperative	grupo	alternativoj	prononco
level	ekster ~	lauke ~	outside ~	grupo	alternativoj	prononco
level	ge-	(priešdėlis) abiejų lyčių, abiejų lyčių	(prefix)  both sex, both gender	grupo	alternativoj	prononco
level	-us	(priesaga) būtų, turėtų, priedėlis	(suffix)  would, should, subjunctive	grupo	alternativoj	prononco
level	baldaŭ	greitai	soon	grupo	alternativoj	prononco
level	almenaŭ	bent jau, jei nieko daugiau	at least, if nothing else	grupo	alternativoj	prononco
level	dis-	dis-	dis-	grupo	alternativoj	prononco
level	-uj-	(priesaga) konteineris; Šalis	(suffix)  container; country	grupo	alternativoj	prononco
level	lerni	išmokti	to learn	grupo	alternativoj	prononco
level	ek-	(priešdėlis) pradžia; staigi pradžia	(prefix)  beginning; sudden start	grupo	alternativoj	prononco
level	se	jeigu, su sąlyga	if, provided that	grupo	alternativoj	prononco
level	eĉ	net	even	grupo	alternativoj	prononco
level	amo	meilė	a love	grupo	alternativoj	prononco
level	jam	jau, taip greitai, nuo dabar	already, so soon, as of now	grupo	alternativoj	prononco
level	jen	Čia! Štai! Štai	Here! Lo! Behold	grupo	alternativoj	prononco
level	fini	baigti, baigti, nutraukti	to end, to finish, to terminate	grupo	alternativoj	prononco
level	do	taigi, tada, vadinasi	so, then, therefore	grupo	alternativoj	prononco
level	ajn	~ kada nors, (kas) bet kada, iš viso, -kažkaip	~ever, (what)ever, at all, -soever	grupo	alternativoj	prononco
level	facila	lengvas, lengvas	easy, facile	grupo	alternativoj	prononco
level	re-	(priešdėlis) iš naujo	(prefix)  re-	grupo	alternativoj	prononco
level	granda	didelis, didelis, didelis	big, great, large	grupo	alternativoj	prononco
level	-ist-	(priesaga) profesionalus	(suffix)  professional	grupo	alternativoj	prononco
level	pro ~	(prielinksnis) dėl ~, dėl ~	(preposition)  because of ~, due to ~	grupo	alternativoj	prononco
level	-estr-	(priesaga) vadovas, viršininkas, galva, vyr	(suffix)  leader, boss, head, chief	grupo	alternativoj	prononco
level	kio	ką	what	grupo	alternativoj	prononco
level	manĝi	valgyti	to eat	grupo	alternativoj	prononco
level	nenio	nieko, nieko, nieko	nothing, none, not any thing	grupo	alternativoj	prononco
level	juna	jaunas	young	grupo	alternativoj	prononco
level	ĉio	viskas	everything	grupo	alternativoj	prononco
level	riĉa	turtingas, pasiturintis, pasiturintis	rich, wealthy, well-off	grupo	alternativoj	prononco
level	tio	tas daiktas, tas	that thing, that	grupo	alternativoj	prononco
level	konstrui	statyti, statyti	to build, to construct	grupo	alternativoj	prononco
level	ĉef-	(priešdėlis) vyriausiasis, vedantis, pagrindinis	(prefix)  chief, leading, main	grupo	alternativoj	prononco
level	sen ~	(prielinksnis) be ~	(preposition)  without ~	grupo	alternativoj	prononco
level	kun ~	(prielinksnis) su ~ (kartu)	(preposition)  with ~ (together)	grupo	alternativoj	prononco
level	krom ~	(prielinksnis) išskyrus ~, be ~	(preposition)  except ~, besides ~	grupo	alternativoj	prononco
level	amiko	draugas	a friend	grupo	alternativoj	prononco
level	kies	kieno, kurio, kurio	whose, which one's, of which	grupo	alternativoj	prononco
level	per ~	(prielinksnis) pagal ~ (metodas), su ~ (įrankiu)	(preposition)  by ~ (a method), with ~ (a tool)	grupo	alternativoj	prononco
level	kontraŭ ~	prieš ~	against ~	grupo	alternativoj	prononco
level	el ~	iš ~, iš ~	out of ~, from ~	grupo	alternativoj	prononco
level	hodiaŭ	šiandien	today	grupo	alternativoj	prononco
level	hieraŭ	vakar	yesterday	grupo	alternativoj	prononco
level	nur	tik, tik, išskirtinai	only, just, exclusively	grupo	alternativoj	prononco
level	helpi	padėti, padėti, padėti	to help, to aid, to assist	grupo	alternativoj	prononco
level	for	(prieveiksmis) toli, toli	(adverb)  far, away	grupo	alternativoj	prononco
level	nek	nei, nei	nor, neither	grupo	alternativoj	prononco
level	malamo	neapykanta	a hate	grupo	alternativoj	prononco
level	preskaŭ	beveik, beveik	almost, nearly	grupo	alternativoj	prononco
level	tra ~	per ~	through ~	grupo	alternativoj	prononco
level	super	virš, virš	over, above	grupo	alternativoj	prononco
level	trans ~	virš ~, per ~	over ~, accross ~	grupo	alternativoj	prononco
level	nu	na, gerai tada, dabar	well, well then, now	grupo	alternativoj	prononco
level	pri ~	apie ~	about ~	grupo	alternativoj	prononco
level	por ~	už ~, siekiant ~	for ~, in order for ~	grupo	alternativoj	prononco
level	morgaŭ	rytoj	tomorrow	grupo	alternativoj	prononco
level	nun	dabar, šiuo metu	now, at present	grupo	alternativoj	prononco
level	laŭ ~	pagal ~, kartu ~	according to ~, along ~	grupo	alternativoj	prononco
level	ĉiu	kiekvienas, kiekvienas, visi, visi	each, every, everybody, all the	grupo	alternativoj	prononco
level	kiu	kas, kuris, kuris	who, which, which one	grupo	alternativoj	prononco
level	tiu	tas žmogus, tas ~, tas vienas, ten	that person, that ~, that one, yonder	grupo	alternativoj	prononco
level	iu	kažkas, kažkas, kažkas	someone, somebody, some	grupo	alternativoj	prononco
level	neniu	niekas, niekas, taip pat	nobody, no one, neither	grupo	alternativoj	prononco
level	al ~	į ~	to ~	grupo	alternativoj	prononco
level	-ebl-	(priesaga) ~galima	(suffix)  ~able	grupo	alternativoj	prononco
level	esperi	tikėti	to hope	grupo	alternativoj	prononco
level	unu	vienas	one	grupo	alternativoj	prononco
level	du	du	two	grupo	alternativoj	prononco
level	tri	trys	three	grupo	alternativoj	prononco
level	kvar	keturi	four	grupo	alternativoj	prononco
level	kvin	penkios	five	grupo	alternativoj	prononco
level	ses	šeši	six	grupo	alternativoj	prononco
level	sep	septyni	seven	grupo	alternativoj	prononco
level	ok	aštuoni	eight	grupo	alternativoj	prononco
level	naŭ	devynios	nine	grupo	alternativoj	prononco
level	dek	dešimt	ten	grupo	alternativoj	prononco
level	cent	šimtas	a hundred	grupo	alternativoj	prononco
level	mil	tūkstantis	a thousand	grupo	alternativoj	prononco
level	-obl-	(priesaga) daugybei, -oble, -fold	(suffix)  for multiplicity, -oble, -fold	grupo	alternativoj	prononco
level	-on-	(priesaga) ~-oji, trupmena	(suffix)  ~th, fraction	grupo	alternativoj	prononco
level	ama	iš meilės	of love	grupo	alternativoj	prononco
level	anstataŭ ~	vietoj ~	instead of ~	grupo	alternativoj	prononco
level	-iĝ-	(priesaga) tapti	(suffix)  become	grupo	alternativoj	prononco
level	voli	norėti, norėti, norėti	to want, to will, to be willing to	grupo	alternativoj	prononco
level	-ig-	(priesaga) priežastis tapti	(suffix)  cause to become	grupo	alternativoj	prononco
level	sekvi	Sekti	to follow	grupo	alternativoj	prononco
level	ĝoje	mielai	gladly	grupo	alternativoj	prononco
level	legi	Skaityti	to read	grupo	alternativoj	prononco
level	silenta	tyli	silent	grupo	alternativoj	prononco
level	la	į	the	grupo	alternativoj	prononco
level	ha!	cha!	ha!	grupo	alternativoj	prononco
level	-il-	(priesagos) įrankis, metodas	(suffix)  tool, method	grupo	alternativoj	prononco
level	trinki	gerti (be alkoholio)	to drink (non-alkohol)	grupo	alternativoj	prononco
level	-et-	(priesaga) mažas, mažai	(suffix)  small, little	grupo	alternativoj	prononco
level	-eg-	(priesaga) didelis, didelis	(suffix)  big, large	grupo	alternativoj	prononco
level	inter ~	(prielinksnis) tarp ~	(preposition)  between ~	grupo	alternativoj	prononco
level	-um-	(priesaga) susijęs elgesys	(suffix)  related behavior	grupo	alternativoj	prononco
level	-ar-	(priesagos) rinkinys, grupė	(suffix)  set, group	grupo	alternativoj	prononco
level	-an-	(priesaga) grupės narys	(suffix)  member of a group	grupo	alternativoj	prononco
level	danki	Padėkoti	to thank	grupo	alternativoj	prononco
level	-ind-	(priesaga) vertas, vertas	(suffix)  worthwhile, worthy	grupo	alternativoj	prononco
level	plu	dar daugiau, toliau ir taip toliau, daugiau	even more, further, and so on, more	grupo	alternativoj	prononco
level	kiel	kaip, kaip, kokiu būdu, pvz	how, like, in what way, such as	grupo	alternativoj	prononco
level	tiel	toks, tokiu būdu, taip	such, in that way, thus	grupo	alternativoj	prononco
level	en ~	(prielinksnis) ~	(preposition)  in ~	grupo	alternativoj	prononco
level	apud ~	(prielinksnis) šalia ~, šalia ~	(preposition)  next to ~, beside ~	grupo	alternativoj	prononco
level	sub ~	(prielinksnis) po, po ~	(preposition)  under, beneath ~	grupo	alternativoj	prononco
level	sur ~	(prielinksnis) ant ~	(preposition)  on ~	grupo	alternativoj	prononco
level	je ~	(prielinksnis) neapibrėžtas prep., at, in, by, on	(preposition)  indefinate prep., at, in, by, on	grupo	alternativoj	prononco
level	ankoraŭ	(prieveiksmis) vis dar, dar	(adverb)  still, yet	grupo	alternativoj	prononco
level	ĉirkaŭ ~	(prielinksnis) aplink ~	(preposition)  around ~	grupo	alternativoj	prononco
level	sed	bet	but	grupo	alternativoj	prononco
level	ie	kažkur	somewhere	grupo	alternativoj	prononco
level	kie	kur, kokioje vietoje	where, at what place	grupo	alternativoj	prononco
level	silente	tyliai	silently	grupo	alternativoj	prononco
level	ĉie	visur, apie viską	everywhere, all about	grupo	alternativoj	prononco
level	nenie	niekur, jokiu būdu, niekur	nowhere, in no case, not anywhere	grupo	alternativoj	prononco
level	tie	ten, ten, ten	there, over there, yonder	grupo	alternativoj	prononco
level	ĉi	tai ~	this ~	grupo	alternativoj	prononco
level	kanti	dainuoti	to sing	grupo	alternativoj	prononco
level	morti	mirti, numirti	to die, to pass away	grupo	alternativoj	prononco
level	dum ~	(prielinksnis) per ~, o ~	(preposition)  during ~, while ~	grupo	alternativoj	prononco
level	nacio	tauta	a nation	grupo	alternativoj	prononco
level	koni	pažinti (asmenį), būti susipažinusiam	to know (a person), to be aquainted with	grupo	alternativoj	prononco
level	scii	žinoti (faktą, žinojimą), žinoti kaip	to know (a fact, knowledge), to know how	grupo	alternativoj	prononco
level	ĉiam	visada, visada	always, ever	grupo	alternativoj	prononco
level	iam	kažkada, vieną kartą	at some time, once	grupo	alternativoj	prononco
level	tiam	tada	then	grupo	alternativoj	prononco
level	-em-	(priesaga) tendencija	(suffix)  tendancy	grupo	alternativoj	prononco
level	ia	kažkoks tai	some kind of	grupo	alternativoj	prononco
level	sukcesi	kad pavyktų	to succeed	grupo	alternativoj	prononco
level	ĉia	visų rūšių, visų rūšių	of all kind, every kind of	grupo	alternativoj	prononco
level	nenia	ne, ne bet kokia, ne bet kokia	no, not any kind of, not any	grupo	alternativoj	prononco
level	-id-	(priesaga) palikuonis	(suffix)  offspring	grupo	alternativoj	prononco
level	ĉambro	kambarys, kamera	a room, a chamber	grupo	alternativoj	prononco
level	patro	tėvas	a father	grupo	alternativoj	prononco
level	porko	kiaulė, kiaulė	a pig, swine	grupo	alternativoj	prononco
level	bo-	(priešdėlis) -uošvis, pagal santuoką	(prefix)  -in-law, by marriage	grupo	alternativoj	prononco
level	ja	iš tikrųjų	indeed	grupo	alternativoj	prononco
level	-ism-	(priesaga) -izmas	(suffix)  -ism	grupo	alternativoj	prononco
level	io	kažkas	something	grupo	alternativoj	prononco
level	veturi	vairuoti (transporto priemonę)	to drive (a vehicle)	grupo	alternativoj	prononco
level	koko	gaidys, višta, višta, višta	a cock, a hen, chicken, fowl	grupo	alternativoj	prononco
level	libera	Laisvas	free	grupo	alternativoj	prononco
level	lasta	paskutinis	last	grupo	alternativoj	prononco
level	ĝoji	džiaugtis, džiaugtis, džiaugtis	to rejoice, to be glad, to enjoy	grupo	alternativoj	prononco
level	preni	paimti, paimti	to take, to lay hold of	grupo	alternativoj	prononco
level	bovo	karvė, jautis, galvijus	a cow, an ox, bovine animal	grupo	alternativoj	prononco
level	alia	kitas, kitas, kitas	another, other, else	grupo	alternativoj	prononco
level	varma	karšta, šilta	hot, warm	grupo	alternativoj	prononco
level	loĝi	gyventi, gyventi, gyventi, gyventi	to reside, to live, to dwell, to inhabit	grupo	alternativoj	prononco
level	kredi	tikėti	to believe	grupo	alternativoj	prononco
level	glacio	Mielas	an ice	grupo	alternativoj	prononco
level	loko	vieta, vieta	a place, a location	grupo	alternativoj	prononco
level	ovo	kiaušinis	an egg	grupo	alternativoj	prononco
level	multa	daug, daug, daug	a lot of, much, many	grupo	alternativoj	prononco
level	havaĵo	turtas	a possession	grupo	alternativoj	prononco
level	ŝafo	avis	a sheep	grupo	alternativoj	prononco
level	sono	Garsas	a sound	grupo	alternativoj	prononco
level	fiŝo	žuvis	a fish	grupo	alternativoj	prononco
level	bela	gražus, gražus, gražus	beautiful, handsome, pretty	grupo	alternativoj	prononco
level	respondi	atsakyti, atsakyti, atsakyti	to answer, to respond, to reply	grupo	alternativoj	prononco
level	fojo	proga, laikas	an occasion, a time	grupo	alternativoj	prononco
level	demandi	paklausti	to ask	grupo	alternativoj	prononco
level	forta	stiprus	strong	grupo	alternativoj	prononco
level	preter ~	už ~, praeityje ~, tiesiai praeityje	beyond ~, past ~, straight past	grupo	alternativoj	prononco
level	silento	tyla	a silence	grupo	alternativoj	prononco
level	infano	vaikas, kūdikis	a child, an infant	grupo	alternativoj	prononco
level	feliĉa	laimingas, laimingas, laimingas	happy, lucky, fortunate	grupo	alternativoj	prononco
level	kapti	gaudyti, gaudyti, grumtis	to catch, to capture, to grapple	grupo	alternativoj	prononco
level	deziri	norėti, norėti	to desire, to wish	grupo	alternativoj	prononco
level	longa	ilgai	long	grupo	alternativoj	prononco
level	mondo	pasaulis	a world	grupo	alternativoj	prononco
level	okazi	atsirasti, įvykti, atsirasti	to occur, to happen, to come about	grupo	alternativoj	prononco
level	kampo	laukas, laukas	field, a field	grupo	alternativoj	prononco
level	filo	sūnus	a son	grupo	alternativoj	prononco
level	montri	parodyti, nurodyti, nurodyti	to show, to indicate, to point out	grupo	alternativoj	prononco
level	koro	širdis	a heart	grupo	alternativoj	prononco
level	knabo	berniukas	a boy	grupo	alternativoj	prononco
level	meti	dėti, padėti, paguldyti	to put, to place, to lay down	grupo	alternativoj	prononco
level	edzo	vyras	a husband	grupo	alternativoj	prononco
level	pako	paketą	package	grupo	alternativoj	prononco
level	rapida	greitai, greitai, greitai	fast, quick, speedy	grupo	alternativoj	prononco
level	ŝajni	atrodyti, atrodyti	to seem, to appear to be	grupo	alternativoj	prononco
level	saluto	sveikinimas, sveikinimas, sveikinimas	a greeting, salute, salutation	grupo	alternativoj	prononco
level	skribi	Rašyti	to write	grupo	alternativoj	prononco
level	peti	prašyti, prašyti, prašyti, maldauti	to ask, to ask for, to request, to beg	grupo	alternativoj	prononco
level	flugi	skristi	to fly	grupo	alternativoj	prononco
level	kapo	galva, pelerina	a head, a cape	grupo	alternativoj	prononco
level	krii	šaukti, verkti, rėkti, šaukti	to shout, to cry, to scream, to shout	grupo	alternativoj	prononco
level	ruĝa	raudona	red	grupo	alternativoj	prononco
level	sinjoro	ponas, džentelmenas	a mister, a gentleman	grupo	alternativoj	prononco
level	teni	laikyti, pakabinti	to hold, to hang onto	grupo	alternativoj	prononco
level	tempo	laikas, laikas	time, a time	grupo	alternativoj	prononco
level	tuta	iš viso, viskas, visa, pilna, bendra	total, all, whole, complete, overall	grupo	alternativoj	prononco
level	viro	vyras	a man	grupo	alternativoj	prononco
level	vojo	kelias, kelias, maršrutas	a way, a path, a route	grupo	alternativoj	prononco
level	movi	judėti	to move	grupo	alternativoj	prononco
level	militi	nutraukti karą, kariauti, kariauti	to break a war, to fight, to wage war	grupo	alternativoj	prononco
level	kelka	keli, keli	a few, several	grupo	alternativoj	prononco
level	dekstra	dešinė, dešinė (šonas, kryptis), dešinė	right, right (side, direction), righthand	grupo	alternativoj	prononco
level	fermi	uždaryti, uždaryti	to close, to shut	grupo	alternativoj	prononco
level	okupi	užimti, paimti	to occupy, to take	grupo	alternativoj	prononco
level	levi	svirti, pakelti, pakelti	to lever, to lift, to raise	grupo	alternativoj	prononco
level	bati	daužyti, mušti, smogti, smogti, trenkti	to beat, to hit, to strike, to smak, to lash	grupo	alternativoj	prononco
level	bezoni	reikalauti, norėti, reikalauti	to need, to want, to require	grupo	alternativoj	prononco
level	kompreni	suprasti, suvokti	to understand, to realise	grupo	alternativoj	prononco
level	iri	eiti	to go	grupo	alternativoj	prononco
level	veni	ateiti	to come	grupo	alternativoj	prononco
level	porti	nešti, nešioti	to carry, to wear	grupo	alternativoj	prononco
level	kovri	Uždengti	to cover	grupo	alternativoj	prononco
level	hela	šviesus, skaidrus ir lengvas	bright, clear and light	grupo	alternativoj	prononco
level	sana	sveikas	healthy	grupo	alternativoj	prononco
level	aperi	pasirodyti, atsirasti	to appear, to emerge	grupo	alternativoj	prononco
level	libro	knyga	a book	grupo	alternativoj	prononco
level	atendi	laukti, laukti, laukti	to wait, to expect, to wait for	grupo	alternativoj	prononco
level	mano	ranka	a hand	grupo	alternativoj	prononco
level	pentri	tapyti	to paint	grupo	alternativoj	prononco
level	instrui	mokyti, pamokyti	to teach, to instruct	grupo	alternativoj	prononco
level	sidi	sėsti	to sit	grupo	alternativoj	prononco
level	stari	stovėti	to stand	grupo	alternativoj	prononco
level	afero	daiktas, daiktas, byla, rūpestis, materija	a thing, an object, a case, a concern, a mater	grupo	alternativoj	prononco
level	plena	pilnas, pilnas	full, complete	grupo	alternativoj	prononco
level	klara	aišku	clear	grupo	alternativoj	prononco
level	komenci	pradėti, pradėti	to begin, to commence	grupo	alternativoj	prononco
level	dormi	miegoti, miegoti	to sleep, to be asleep	grupo	alternativoj	prononco
level	parto	dalis, dalis	a part, a share	grupo	alternativoj	prononco
level	mono	pinigų	money	grupo	alternativoj	prononco
level	ricevi	gauti	to receive	grupo	alternativoj	prononco
level	ami	mylėti	to love	grupo	alternativoj	prononco
level	devi	turi, turi, turėtų, turėtų	to have to, must, should, ought to	grupo	alternativoj	prononco
level	povi	gali, gali	be able to, can	grupo	alternativoj	prononco
level	labori	dirbti, dirbti	to work, to labor	grupo	alternativoj	prononco
level	dio	dievas	a god	grupo	alternativoj	prononco
level	urbo	miestas, miestelis	a city, a town	grupo	alternativoj	prononco
level	ofta	dažnai, dažnai	freqent, often	grupo	alternativoj	prononco
level	soni	skambėti, skambėti	to sound, to make sound	grupo	alternativoj	prononco
level	tero	žemė, žemė, žemė	earth, land, soil	grupo	alternativoj	prononco
level	vivi	gyventi, būti gyvam	to live, to be alive	grupo	alternativoj	prononco
level	resti	likti, likti	to stay, to remain	grupo	alternativoj	prononco
level	ridi	juoktis	to laugh	grupo	alternativoj	prononco
level	homo	žmogus, žmogus	a human, a man	grupo	alternativoj	prononco
level	akvo	vandens	water	grupo	alternativoj	prononco
level	vorto	žodis	a word	grupo	alternativoj	prononco
level	certa	tikras, tikras	certain, sure	grupo	alternativoj	prononco
level	lando	žemė, šalis	a land, a country	grupo	alternativoj	prononco
level	sama	tas pats	same	grupo	alternativoj	prononco
level	ĵeti	mesti	to throw	grupo	alternativoj	prononco
level	stelo	žvaigždė	a star	grupo	alternativoj	prononco
level	domo	namas, namas	a house, a home	grupo	alternativoj	prononco
level	nomo	vardas, pavardė	a name, an appellation	grupo	alternativoj	prononco
level	vidi	matyti	to see	grupo	alternativoj	prononco
level	mola	minkštas	soft	grupo	alternativoj	prononco
level	horo	valanda, valanda, laikas	an hour, o'clock, time	grupo	alternativoj	prononco
level	formo	forma, forma	a form, a shape	grupo	alternativoj	prononco
level	tago	diena	a day	grupo	alternativoj	prononco
level	fumo	dūmą	a smoke	grupo	alternativoj	prononco
level	ĉevalo	arklys	a horse	grupo	alternativoj	prononco
level	jaro	metai	a year	grupo	alternativoj	prononco
level	vojaĝi	keliauti	to travel	grupo	alternativoj	prononco
level	celo	tikslas, tikslas, tikslas, tikslas	a goal, a target, a purpose, an objective	grupo	alternativoj	prononco
level	naski	gimdyti, nešti, generuoti	to give birth, to bear, to generate	grupo	alternativoj	prononco
level	manki	pasiilgti, trūkti, trūkti	to miss, to be lacking, to be missing	grupo	alternativoj	prononco
level	birdo	paukštis	a bird	grupo	alternativoj	prononco
level	halti	sustoti, sustoti, sustoti	to stop, to halt, to come to a halt	grupo	alternativoj	prononco
level	frato	brolis	a brother	grupo	alternativoj	prononco
level	monto	kalnas	a mountain	grupo	alternativoj	prononco
level	pensi	galvoti	to think	grupo	alternativoj	prononco
level	permesi	leisti, leisti	to permit, to allow	grupo	alternativoj	prononco
level	kosti	kainuoti	to cost	grupo	alternativoj	prononco
level	lito	lova, sofa	a bed, a couch	grupo	alternativoj	prononco
level	perdi	prarasti	to lose	grupo	alternativoj	prononco
level	miri	nustebinti, nustebinti, nustebti	to surprise, to be amased, to be astonished	grupo	alternativoj	prononco
level	persono	asmuo	a person	grupo	alternativoj	prononco
level	diversa	įvairus, įvairus, įvairus	diverse, varied, various	grupo	alternativoj	prononco
level	provi	bandyti, bandyti	to try, to attempt	grupo	alternativoj	prononco
level	pagi	mokėti	to pay	grupo	alternativoj	prononco
level	prezenti	pristatyti, supažindinti	to present, to introduce	grupo	alternativoj	prononco
level	aparta	atskirtas, ypatingas, atskiras	apart, particular, separate	grupo	alternativoj	prononco
level	rajto	teisė, teisė	right, a right	grupo	alternativoj	prononco
level	mateno	rytas, rytas	morning, a morning	grupo	alternativoj	prononco
level	agrabla	malonus, malonus, malonus	pleasant, agreeable, nice	grupo	alternativoj	prononco
level	vespero	vakaras, vakaras	evening, an evening	grupo	alternativoj	prononco
level	muro	siena	a wall	grupo	alternativoj	prononco
level	suno	saulė, saulė	sun, a sun	grupo	alternativoj	prononco
level	rigardi	žiūrėti, žiūrėti	to look, to look at	grupo	alternativoj	prononco
level	senti	jausti, jausti	to feel, to sense	grupo	alternativoj	prononco
level	blanka	balta, tuščia	white, blank	grupo	alternativoj	prononco
level	simpla	paprastas	simple	grupo	alternativoj	prononco
level	rimarki	pastebėti	to notice	grupo	alternativoj	prononco
level	lingvo	kalba, liežuvis	a language, tongue	grupo	alternativoj	prononco
