A.en-us content.tsv
Level	Esperanto	en-us	fr	Grupo	Alternativoj	Pronoco
level	dankas, dankis	(present) thanks, (past) thanked	(présent) merci, (passé) remercié	grupo	alternativoj	prononco
level	mi dankas al vi	I appreciate to you	Je te remercie	grupo	alternativoj	prononco
level	jes, ne	yes, no	oui, non	grupo	alternativoj	prononco
level	jes, dankon	yes, thaink you	oui, merci	grupo	alternativoj	prononco
level	manĝas, manĝos	eats, will eat	mange, va manger	grupo	alternativoj	prononco
level	mi ne manĝas	I don't eat	je ne mange pas	grupo	alternativoj	prononco
level	ne, mi ne manĝas	no, I don't eat	non, je ne mange pas	grupo	alternativoj	prononco
level	bela, bele	beautiful, beautifully	beau, magnifiquement	grupo	alternativoj	prononco
level	-inda	worthwhile (ending)	digne (suffixe)	grupo	alternativoj	prononco
level	dankinda, dankinde	appreciatable, worthwhile to thank	appréciable, digne de remerciement	grupo	alternativoj	prononco
level	tuta, tute	whole, as a whole	l'ensemble, dans son ensemble	grupo	alternativoj	prononco
level	tuto, tuton	all, (objective) all	tout,  tout(objectif)	grupo	alternativoj	prononco
level	nedankinde	not at all, you're welcome	de rien	grupo	alternativoj	prononco
level	tute ne	totally no	pas du tout	grupo	alternativoj	prononco
level	pardoni ~, pardono	to forgive, a forgiving	pardonner, un pardon	grupo	alternativoj	prononco
level	pardonon al mi	a forgiving to me	un pardon pour moi	grupo	alternativoj	prononco
level	pardonon	I'm sorry! (pardon me)	Je suis désolé! (Excusez-moi)	grupo	alternativoj	prononco
level	pardonon, mi petas	I'm sorry, please	Excusez-moi, s'il vous plaît	grupo	alternativoj	prononco
level	bona mateno	a good morning	un bon matin	grupo	alternativoj	prononco
level	bonan matenon	good morning	bonjour	grupo	alternativoj	prononco
level	bonan nokton	good night	bonne nuit	grupo	alternativoj	prononco
level	bonan sonĝon	sweet dream	doux rêve	grupo	alternativoj	prononco
level	bonan vojaĝon, al vi	(have) a good trip, to you	(faire) un bon voyage à toi	grupo	alternativoj	prononco
level	bonan tagon	good day!	bonne journée!	grupo	alternativoj	prononco
level	ĉu ~	is it ~ ?	est-ce ~ ?	grupo	alternativoj	prononco
level	ĉu vi fartas bone?	are you doing well? (how are you?)	allez-vous bien? (comment vas-tu?)	grupo	alternativoj	prononco
level	jes, mi fartas bone	yes, I'm fine	oui, je vais bien	grupo	alternativoj	prononco
level	ne, tute ne	no, not at all	non, pas du tout	grupo	alternativoj	prononco
level	tre, tro	very, too much	très, trop	grupo	alternativoj	prononco
level	granda, grande	big, largely	grand, en grande partie	grupo	alternativoj	prononco
level	tre bona, tro granda	very good, too big	très bon, trop gros	grupo	alternativoj	prononco
level	vi tre bone fartas	you are doing very well	tu vas très bien	grupo	alternativoj	prononco
level	ne tre bone	not very well	pas très bien	grupo	alternativoj	prononco
level	lerni ~, lerno	to learn, a learning	apprendre, un apprentissage	grupo	alternativoj	prononco
level	vidanta, vidanto	is looking, a spectator	voyant, un spectateur	grupo	alternativoj	prononco
level	lernanta, lernanto	is learning, a student (a learning person)	est en train d'apprendre, un étudiant (une personne qui apprend)	grupo	alternativoj	prononco
level	-anta, -anto	is -ing, a person who is doing	est -en train, une personne qui fait	grupo	alternativoj	prononco
level	lernanto, lerninto	a student, a person who has learned	un étudiant, une personne qui a appris	grupo	alternativoj	prononco
level	mi estas lernanto	I am a student.	Je suis étudiant.	grupo	alternativoj	prononco
level	~ estas mia amiko	~ is my friend	~ est mon ami	grupo	alternativoj	prononco
level	li, ŝi	he, she	il, elle	grupo	alternativoj	prononco
level	sidi, sidas	to sit, sits	s'asseoir, s'asseoir	grupo	alternativoj	prononco
level	sidanta, sidinta, sidonta	is sitting, was sitting, will be sitting	est assis, était assis, sera assis	grupo	alternativoj	prononco
level	li sidas kaj ŝi lernas	he is sitting and she is learning	il est assis et elle apprend	grupo	alternativoj	prononco
level	ĉambro	a room	une chambre	grupo	alternativoj	prononco
level	lernas en ĉambro	learns in a room	apprend dans une pièce (chambre)	grupo	alternativoj	prononco
level	lernanto kaj sportisto	a student and a sportsman	un étudiant et un sportif	grupo	alternativoj	prononco
level	sporto kaj sportisto	sport and a sportsman	le sport et un sportif	grupo	alternativoj	prononco
level	sportisto nun sportas	a sportsman is sporting	un sportif fait du sport maintenant	grupo	alternativoj	prononco
level	li estas lernanto	he is a student	il est un étudiant	grupo	alternativoj	prononco
level	estas lernanto kaj sportisto	he is a student and a sportman	il est étudiant et sportif	grupo	alternativoj	prononco
level	li nun sidas	he is now sitting	il est maintenant assis	grupo	alternativoj	prononco
level	kaj nun lernas	and is now learning	et apprend maintenant	grupo	alternativoj	prononco
level	sidas kaj lernas	is sitting and is learning	est assis et apprend	grupo	alternativoj	prononco
level	nun en ĉambro	now in a room	maintenant dans une pièce	grupo	alternativoj	prononco
level	estas sur tablo	is on a table	est sur une table	grupo	alternativoj	prononco
level	papero kaj paperoj	a paper and papers	un papier et des papiers	grupo	alternativoj	prononco
level	tablo kaj tabloj	a table and tables	une table et des tables	grupo	alternativoj	prononco
level	libro kaj libroj	a book and books	un livre et des livres	grupo	alternativoj	prononco
level	la paperoj kaj libroj	the papers and books	les papiers et les livres	grupo	alternativoj	prononco
level	ĝi estas sur tablo	it is on a table.	c'est sur une table.	grupo	alternativoj	prononco
level	skribas sur la skribotablo	is writing on a writing table	est en train d'écrire sur une table d'écriture	grupo	alternativoj	prononco
level	la libroj estas ~	the books are ~	les livres sont ~	grupo	alternativoj	prononco
level	sur la tablo	on the table	sur la table	grupo	alternativoj	prononco
level	lernolibro kaj la lernolibroj	a textbook and the textbooks	un manuel et les manuels	grupo	alternativoj	prononco
level	sur la tablo estas ~	on the table there is ~	sur la table il y a ~	grupo	alternativoj	prononco
level	patro kaj patrino	a father and a mother	un père et une mère	grupo	alternativoj	prononco
level	la patro kaj la patrino	the father and the mother	le père et la mère	grupo	alternativoj	prononco
level	la patrino de mia amiko	the mother of my friend	la mère de mon ami	grupo	alternativoj	prononco
level	en la ĉambro	in the room	dans la pièce	grupo	alternativoj	prononco
level	ne estas en la ĉambro	is not in the room	n'est pas dans la pièce	grupo	alternativoj	prononco
level	ili nun laboras	they are now working	ils travaillent maintenant	grupo	alternativoj	prononco
level	lia patro estas laboristo	his father is a worker	son père est ouvrier	grupo	alternativoj	prononco
level	li laboras en hotelo	he works in a hotel	il travaille dans un hôtel	grupo	alternativoj	prononco
level	la patrino instruas	the mother teaches	la mère enseigne	grupo	alternativoj	prononco
level	ŝi estas instruistino	she is a teacher	elle est enseignante	grupo	alternativoj	prononco
level	ĉu ŝi estas patrino?	is she a mother?	est-elle une mère ?	grupo	alternativoj	prononco
level	ne, ŝi estas hotelisto	no, she is an hotelier	non, elle est hôtelière	grupo	alternativoj	prononco
level	ne, mi ne laboras	no, I don't work	non, je ne travaille pas	grupo	alternativoj	prononco
level	kio estas ŝia nomo?	what is her name?	Quel est son nom?	grupo	alternativoj	prononco
level	kiu nun respondas?	who is now answering?	qui répond maintenant ?	grupo	alternativoj	prononco
level	la lingvo de ilia patrino	the language of their mother	la langue de leur mère	grupo	alternativoj	prononco
level	ĉu via nomo estas ~ ?	is your name ~ ?	est-ce que ton nom est ~ ?	grupo	alternativoj	prononco
level	ni sidas kaj respondas	we are sitting and answering	nous sommes assis et répondons	grupo	alternativoj	prononco
level	ŝia labora seĝo	her working chair	sa chaise de travail	grupo	alternativoj	prononco
level	ĝia nomo ne estas ~	its name is not ~	son nom n'est pas ~	grupo	alternativoj	prononco
level	ŝia lingvo estas ilia lingvo	her language is their language	sa langue est leur langue	grupo	alternativoj	prononco
level	nia patro kaj patrino	our father and mother	notre père et notre mère	grupo	alternativoj	prononco
level	via lernanto, viaj lernantoj	your student, your students	votre étudiant, vos étudiants	grupo	alternativoj	prononco
level	ĉu ili estas viaj lernantoj?	are they your students?	sont-ils vos élèves ?	grupo	alternativoj	prononco
level	ĉu vi estas lernanto?	are you a student?	êtes-vous un étudiant?	grupo	alternativoj	prononco
level	ĉu vi estas en la ĉambro?	are you in the room?	es-tu dans la pièce ?	grupo	alternativoj	prononco
level	mi ne estas ~	I'm not ~	je ne suis pas ~	grupo	alternativoj	prononco
level	esperantisto kaj esperantistino	an Esperantist and a female Esperantist	un espérantiste et une espérantiste	grupo	alternativoj	prononco
level	enskribis por la hotelĉambro	checked in for the hotel room	enregistré pour la chambre d'hôtel	grupo	alternativoj	prononco
level	lingvisto kaj laboristino	a linguist and a female worker	une linguiste et une travailleuse	grupo	alternativoj	prononco
level	lia amikino estas ~	his girl friend is ~	son amie est ~	grupo	alternativoj	prononco
level	lernantoj kaj sportistoj	students and sportsmen	étudiants et sportifs	grupo	alternativoj	prononco
level	mia familia nomo estas ~	my familia name is ~	mon nom de famille est ~	grupo	alternativoj	prononco
level	kiu estas ŝi?	who is she? which is she?	qui est-elle?	grupo	alternativoj	prononco
level	estas via amikino	is your girl friend	c'est ton amie	grupo	alternativoj	prononco
level	ĉu via amiko estas ~ ?	is your friend ~ ?	est ton ami ~ ?	grupo	alternativoj	prononco
level	skribas nun en la ĉambro	is writing now in the room	est en train d'écrire maintenant dans la pièce	grupo	alternativoj	prononco
level	ĉu la amiko de via patro ~ ?	is the friend of you father ~ ?	est-ce l'ami de ton père ~ ?	grupo	alternativoj	prononco
level	laboras en hotelo	works in a hotel	travaille dans un hôtel	grupo	alternativoj	prononco
level	kio estas sur la tablo?	what is on the table?	qu'est-ce qu'il y a sur la table?	grupo	alternativoj	prononco
level	sur la tablo en nia ĉambro	on the table in our room	sur la table de notre chambre	grupo	alternativoj	prononco
level	ĉu la lernolibro de Esperanto ~ ?	is the Esperanto textbook ~ ?	est-ce le manuel d'espéranto ~ ?	grupo	alternativoj	prononco
level	estas sur via tablo	is on your table	est sur ta table	grupo	alternativoj	prononco
level	havas amikinon	has a friend	a une amie	grupo	alternativoj	prononco
level	ŝia nomo estas ~	her name is ~	elle s'appelle ~	grupo	alternativoj	prononco
level	juna kaj bela	young and beautiful	jeune et belle	grupo	alternativoj	prononco
level	estas juna kaj bela	is young and beautiful	est jeune et belle	grupo	alternativoj	prononco
level	junaj kaj belaj amikoj	young and beautiful friends	jeunes et beaux amis	grupo	alternativoj	prononco
level	estas geamikoj	are male-and-female friends	sont des amis hommes et femmes	grupo	alternativoj	prononco
level	hejmo de ŝia instruisto	a home of her teacher	une maison de son professeur	grupo	alternativoj	prononco
level	venis al la hejmo	came to the home	est venu à la maison	grupo	alternativoj	prononco
level	la hejmo de ~	the home of ~	la maison de ~	grupo	alternativoj	prononco
level	bonvolu eniri	please come in	s'il te plaît, entre	grupo	alternativoj	prononco
level	saluton! kion vi faras?	hello, what are you doing?	salut que fais tu?	grupo	alternativoj	prononco
level	kion vi faras?	what do you do? what are you doing?	que fais-tu ?	grupo	alternativoj	prononco
level	sed nun mi volas ~	but now I want ~	mais maintenant je veux ~	grupo	alternativoj	prononco
level	mi volas paroli	I want to speak	Je veux parler	grupo	alternativoj	prononco
level	kun tri geamikoj	with three male-and-female friends	avec trois amis hommes et femmes	grupo	alternativoj	prononco
level	parolis kun vi	spoke with you	parlé avec toi	grupo	alternativoj	prononco
level	volas paroli kun vi	wants to speak with you	veut te parler	grupo	alternativoj	prononco
level	ĉu vi havas geamikojn?	do you have male-and-female friends	as-tu des amis hommes et femmes	grupo	alternativoj	prononco
level	li havas libron	he has a book	il a un livre	grupo	alternativoj	prononco
level	havas bonan libron	has a good book	a un bon livre	grupo	alternativoj	prononco
level	jes, mi havas	yes, I have	oui j'ai	grupo	alternativoj	prononco
level	ili ŝatas ĝin	they like it	ils aiment ça	grupo	alternativoj	prononco
level	ŝi legis libron	she read a book	elle a lu un livre	grupo	alternativoj	prononco
level	ŝatas legi librojn	likes to read books	aime lire des livres	grupo	alternativoj	prononco
level	nur bona libro	only a good book	seulement un bon livre	grupo	alternativoj	prononco
level	multaj bonaj libroj	many good books	beaucoup de bons livres	grupo	alternativoj	prononco
level	legis nur bonajn librojn	read only good books	ne lisait que de bons livres	grupo	alternativoj	prononco
level	ŝatas legi bonajn librojn	likes to read good books	aime lire de bons livres	grupo	alternativoj	prononco
level	ĉu vi volas legi?	do you want to read?	veux-tu lire ?	grupo	alternativoj	prononco
level	la junulo trinkis kafon	the youngster drank coffee	le jeune a bu du café	grupo	alternativoj	prononco
level	volas trinki akvon	wants to drink water	veut boire de l'eau	grupo	alternativoj	prononco
level	patro kaj patrino, gepatroj	a father and a mother; parents	un père et une mère ; des parents	grupo	alternativoj	prononco
level	frato kaj fratino, gefratoj	a bother and a sister, siblings	un frère et une sœur, frères et sœurs	grupo	alternativoj	prononco
level	viaj gepatroj kaj gefratoj	your parents and siblings	tes parents et tes frères et sœurs	grupo	alternativoj	prononco
level	estas en via hejmo	is in your home	est chez toi	grupo	alternativoj	prononco
level	jen la kafo	here is the coffee	voici le café	grupo	alternativoj	prononco
level	ankoraŭ ne trinkis	didn't drink yet	je n'ai pas encore bu	grupo	alternativoj	prononco
level	estas ankoraŭ varma	is still warm	il fait encore chaud	grupo	alternativoj	prononco
level	hieraŭ kuiris ĝin	cooked it yesterday	l'avait cuisiné hier	grupo	alternativoj	prononco
level	mi nun kuiris	I now cooked	j'ai maintenant cuisiné	grupo	alternativoj	prononco
level	dankon. tiel li diris	thank you. so he said.	merci. ainsi a-t-il dit	grupo	alternativoj	prononco
level	povas trinki kaj manĝi	can drink and eat	peut boire et manger	grupo	alternativoj	prononco
level	trinkis malvarman kafon	drank cold coffee	a bu du café froid	grupo	alternativoj	prononco
level	ankaŭ varma kafo	still warm coffee	aussi du café chaud	grupo	alternativoj	prononco
level	trinkas ankaŭ malvarman kafon	drinks cold coffee too	iboit aussi du café froid	grupo	alternativoj	prononco
level	povas trinki ankaŭ malvarman kafon	can also drink cold coffee	peut aussi boire du café froid	grupo	alternativoj	prononco
level	rigardas ŝian okulon	looks at her eye	regarde ses yeux	grupo	alternativoj	prononco
level	la plej bela okulo	the most beautiful eye	le plus bel œil	grupo	alternativoj	prononco
level	la belaj okuloj	the beautiful eyes	les beaux yeux	grupo	alternativoj	prononco
level	rigardis la belajn okulojn	looked the beautiful eyes	a regardé ces beaux yeux	grupo	alternativoj	prononco
level	la belaj okuloj de ŝi	the beautiful eyes of her	ses beaux yeux	grupo	alternativoj	prononco
level	vidas kaj komprenas	sees and understands	voit et comprend	grupo	alternativoj	prononco
level	mi vidas, ke ~	I see that ~	je vois, que ~	grupo	alternativoj	prononco
level	ke li amas ŝin	that he loves her	qu'il l'aime	grupo	alternativoj	prononco
level	ŝi sentis, ke li amas ŝin	she feels that he loves her	elle sentait qu'il l'aime	grupo	alternativoj	prononco
level	demandas, ĉu tio estis granda	asks whether that was big	demande, si cela était grand	grupo	alternativoj	prononco
level	pri facila demando	about an easy question	à propos d'une question facile	grupo	alternativoj	prononco
level	diris pri nova mono	said about a new money	a dit au sujet de la nouvelle monnaie	grupo	alternativoj	prononco
level	tre belaj okuloj	very beautiful eyes	très beaux yeux	grupo	alternativoj	prononco
level	rigardis la grandan fraton	looked the big brother	a regardé le grand frère	grupo	alternativoj	prononco
level	malgranda fratino forgesis ĝin	a little sister forgot it	une petite soeur l'a oublié	grupo	alternativoj	prononco
level	akuzativo	an accusative (objective)	un accusatif (objectif)	grupo	alternativoj	prononco
level	ne forgesu akuzativon	don't forget the accusative ending	n'oublie pas l'accusative	grupo	alternativoj	prononco
level	kiun vi vidas?	whom are you seeing? which one do you see?	qui vois-tu ? lequel vois-tu ?	grupo	alternativoj	prononco
level	mi vidas amikon	I see a friend	je vois un ami	grupo	alternativoj	prononco
level	havas bonajn geamikojn	has good male-and-female friends	a de bons amis hommes et femmes	grupo	alternativoj	prononco
level	ili laboras pri la malnova domo	they are working about the old house	ils travaillent sur la vieille maison	grupo	alternativoj	prononco
level	laboras, laboris, laboros	works, worked, will work	travaille, travaillé, travaillera	grupo	alternativoj	prononco
level	vidas, ke mi manĝas	sees, that I eat	vois, que je mange	grupo	alternativoj	prononco
level	diris, ke li iros	said, that he will go	a dit qu'il ira	grupo	alternativoj	prononco
level	malbela kaj malbona	ugly and bad	laid et mauvais	grupo	alternativoj	prononco
level	kion ŝi diris?	what did she say?	qu'a-t-elle dit?	grupo	alternativoj	prononco
level	kion vi atendas?	what are you waiting for?	qu'attends-tu ?, qu'est-ce que tu attends?	grupo	alternativoj	prononco
level	eniris en la ĉambron	went into the room	était entré dans la chambre	grupo	alternativoj	prononco
level	enhavo estis tre malfacila	a content is very difficult	un contenu est très difficile	grupo	alternativoj	prononco
level	alvenis al la kunsido	arrived at the meeting	était arrivé à la réunion	grupo	alternativoj	prononco
level	bonvenon, al la kunveno	welcome to the meeting	bienvenue à la réunion	grupo	alternativoj	prononco
level	maljuna viro donis trinkmonon	an old man gave a tip	un vieil homme a donné un pourboire	grupo	alternativoj	prononco
level	alvenis kaj estis bonvena	arrived and was welcomed	est arrivé et a été accueilli	grupo	alternativoj	prononco
level	ili malamas sed kunlaboras.	they hate but cooperate	ils détestent mais coopèrent	grupo	alternativoj	prononco
level	iris al la hotelo	went to the hotel	est allé à l'hôtel	grupo	alternativoj	prononco
level	havas facilajn lernolibrojn	has easy textbooks	a des manuels faciles	grupo	alternativoj	prononco
level	kia estis via patrino?	how was your mother?	comment était ta mère ?	grupo	alternativoj	prononco
level	via malnova hejmo	your old home	ton ancienne maison	grupo	alternativoj	prononco
level	kiujn librojn vi legis?	which books did you read?	quels livres as-tu lu ?	grupo	alternativoj	prononco
level	ĉu ili estis bonaj?	were they good?	étaient-ils bons ?	grupo	alternativoj	prononco
level	kion faris hieraŭ?	did what yesterday?	qu'a fait hier ?	grupo	alternativoj	prononco
level	en la malgranda ĉambro	in the small room	dans la petite chambre	grupo	alternativoj	prononco
level	tre longe parolis	spoke very long while	a parlé très longtemps	grupo	alternativoj	prononco
level	antaŭ la lernejo	in front of the school, before the school	devant l'école, avant l'école	grupo	alternativoj	prononco
level	parolis antaŭ la lernejo	spoke before the school	a parlé devant l'école	grupo	alternativoj	prononco
level	poste parolis pri la libro	later spoke about the book	plus tard, a parlé du livre	grupo	alternativoj	prononco
level	ĝoje iris al la lernejo	gladly went to the school	est allé à l'école avec joie	grupo	alternativoj	prononco
level	tra la strato	through the street	à travers la rue	grupo	alternativoj	prononco
level	iris tra la strato	went through the street	a traversé la rue	grupo	alternativoj	prononco
level	estis varma tago	was a warm day	c'était une journée chaude	grupo	alternativoj	prononco
level	ili vidis kafejon	they saw a cafe'	ils ont vu un café	grupo	alternativoj	prononco
level	vidis ruĝajn kukojn	saw red cookies	a vu des gâteaux  rouges	grupo	alternativoj	prononco
level	vidis kukojn en ĝi	saw cookies in it	a vu des gâteaux dedans	grupo	alternativoj	prononco
level	vidis kafejon kaj en ĝi kukojn	saw a cafe' and in it  cookies	a vu un café et des gâteaux dedans	grupo	alternativoj	prononco
level	eniru kaj manĝu!	go in and eat!	entrez et mangez !	grupo	alternativoj	prononco
level	ni eniru kaj manĝu	let's come in and eat	entrons et mangeons	grupo	alternativoj	prononco
level	havas sufiĉan monon	has sufficient money	a d'argent suffisant, a assez d'argent	grupo	alternativoj	prononco
level	ĉu vi havas sufiĉan monon?	do you have sufficient money?	as-tu assez d'argent ?	grupo	alternativoj	prononco
level	ĉu vi komprenas?	do you understand?	est-ce que tu comprends?	grupo	alternativoj	prononco
level	kompreneble!	of course!	bien sûr!	grupo	alternativoj	prononco
level	tio ne sufiĉas	that is not enough	celq n'est pas suffisant	grupo	alternativoj	prononco
level	cent dolaroj sufiĉas	a hundred dollars is enough	cent dollars suffisent	grupo	alternativoj	prononco
level	dolaro, dolaroj, dolarojn	a dollar, dollars, dollars (plural objective)	un dollar, des dollars, des dollars (objectif pluriel)	grupo	alternativoj	prononco
level	havas cent dolarojn	has a hundred dollars	a cent dollars	grupo	alternativoj	prononco
level	kompreneble, mi havas	of course, I have	bien sûr que j'ai	grupo	alternativoj	prononco
level	ho! vi estas riĉa!	oh! you are rich!	Oh! tu es riche!	grupo	alternativoj	prononco
level	kelnero, kelnerino	a water, an waitress	un serveur, une serveuse	grupo	alternativoj	prononco
level	kelnero portas menuon	a waiter brings a menu	un serveur porte un menu	grupo	alternativoj	prononco
level	portis tion al ni, alportis tion	brought that to us, brought that	l'a porté à nous, l'a apporté	grupo	alternativoj	prononco
level	kelnero alportis multajn kukojn	a waiter brought a lot of cookies	un serveur a apporté beaucoup de gâteaux	grupo	alternativoj	prononco
level	ili manĝis iom	they ate some (a little)	ils en ont mangé (un peu)	grupo	alternativoj	prononco
level	post la manĝo	after the eating (meal)	après avoir mangé (repas)	grupo	alternativoj	prononco
level	nova, denove	new, again	nouveau, encore (à nouveau)	grupo	alternativoj	prononco
level	la kelnero denove venis	the waiter came again	le serveur est revenu, le serveur est venu encore	grupo	alternativoj	prononco
level	en iu loko	in some place	dans un endroit	grupo	alternativoj	prononco
level	serĉis en iu loko	had searched in some place	a cherché quelque part	grupo	alternativoj	prononco
level	serĉis en alia loko	searched in other place	recherché ailleurs	grupo	alternativoj	prononco
level	lia vizaĝo estis ĝoja	his face was joyous	son visage était joyeux	grupo	alternativoj	prononco
level	ŝi estis malĝoja	she was sad	elle était triste	grupo	alternativoj	prononco
level	fine kaj finfine	in the end and finally at last	à la fin et enfin(finalement)	grupo	alternativoj	prononco
level	via forta voĉo	your strong voice	ta voix forte	grupo	alternativoj	prononco
level	en malforta voĉo	in weak voice	d'une voix faible	grupo	alternativoj	prononco
level	ne havas monon	doesn't have money	n'a pas d'argent	grupo	alternativoj	prononco
level	kio okazis tie?	what did happen there?	que s'est-il passé là-bas ?	grupo	alternativoj	prononco
level	akcidento okazis poste	an accident happened later	un accident s'est produit plus tard	grupo	alternativoj	prononco
level	ĉu vi scias, kiam ĝi okazis?	do you know when did it happen?	sais-tu quand c'était arrivé ?	grupo	alternativoj	prononco
level	scias pri la afero	knows about the matter	sait à ce sujet, est au courant de cette affaire	grupo	alternativoj	prononco
level	ankoraŭ unu afero restas	still one thing remains	il reste encore une chose	grupo	alternativoj	prononco
level	vi aŭ ŝi, ajna homo	you or she, any person	vous ou elle, toute personne	grupo	alternativoj	prononco
level	kiel kantisto	like a singer, as a signer	comme un chanteur	grupo	alternativoj	prononco
level	kantis kiel profesia kantisto	sang like a professional singer	a chanté comme un chanteur professionnel	grupo	alternativoj	prononco
level	tie, kie ŝi loĝis	a the place, where she lived	l'endroit où elle vivait	grupo	alternativoj	prononco
level	kiel vi scias pri la aŭto?	how do you know about the car?	comment sais-tu de la voiture ?	grupo	alternativoj	prononco
level	nu, vidu la rapidan aŭton	well, look at the fast car	eh bien, regarde la voiture rapide	grupo	alternativoj	prononco
level	suko sen sukero	a juice without sugar	un jus sans sucre	grupo	alternativoj	prononco
level	li havis rapidan veturilon	he has a fast vehicle	il a un véhicule rapide	grupo	alternativoj	prononco
level	tro forte	too strongly	trop fort	grupo	alternativoj	prononco
level	li tro forte malfermis	he opened too hard	il a ouvert trop fort	grupo	alternativoj	prononco
level	veturis tro rapide	drove (traveled) too fast	a conduit (voyagé) trop vite	grupo	alternativoj	prononco
level	manĝis per kulero	ate with a spoon	a mangé avec une cuillère	grupo	alternativoj	prononco
level	ni forte dubas	we strongly doubt	nous en doutons fortement	grupo	alternativoj	prononco
level	vera letero de li	a true letter from him	une vraie lettre de lui	grupo	alternativoj	prononco
level	amletero kun kvin fotoj	a love letter with five photos	une lettre d'amour avec cinq photos	grupo	alternativoj	prononco
level	revenis, revenintoj	returned, the people who returned	sont revenus, revenants	grupo	alternativoj	prononco
level	ankaŭ ses leteroj revenis	also six letters returned	aussi six lettres retournées	grupo	alternativoj	prononco
level	volis vidi la foton	wanted to see the photo	voulais voir la photo	grupo	alternativoj	prononco
level	revenis el la lernejo	came back from the school	est revenu de l'école	grupo	alternativoj	prononco
level	kiam revenos la fratino?	when will the sister return?	quand la sœur reviendra-t-elle ?	grupo	alternativoj	prononco
level	volis legi denove	wanted to read again	voulais relire, voulais encore lire	grupo	alternativoj	prononco
level	faris, fariĝis	made (did), became	a fait, est devenu	grupo	alternativoj	prononco
level	rapide fariĝis ruĝa	rapidly became red	est rapidement devenu rouge	grupo	alternativoj	prononco
level	en ĉambro, en ĉambron	in a room, into a room	dans une pièce, dans une pièce(objectif)	grupo	alternativoj	prononco
level	staris kaj sidis	stood and sat	se leva et s'assit	grupo	alternativoj	prononco
level	tie staris antaŭ la foto	there stood in front of the photo	se tenait là devant la photo	grupo	alternativoj	prononco
level	mi havas tion	I have that	je l'ai	grupo	alternativoj	prononco
level	kion vi havas en via mano?	what do you have in your hand?	qu'as-tu dans ta main ?	grupo	alternativoj	prononco
level	antaŭ aŭ malantaŭ?	in front or behind?	devant ou derrière ?	grupo	alternativoj	prononco
level	antaŭ aŭ post?	before or after?	avant ou après?	grupo	alternativoj	prononco
level	tie malantaŭ la pordo	there behind the door	là derrière la porte	grupo	alternativoj	prononco
level	aliaj, aliaj homoj	others, other people	d'autres, d'autres personnes	grupo	alternativoj	prononco
level	leteroj de aliaj	letters from others	lettres des autres	grupo	alternativoj	prononco
